# 	Wavelength	 Divided_Spectra	 Divided_Error
1.013855999999999995e+03 8.932438573288087325e-01 1.097366742905033499e-01
1.014090000000000032e+03 1.067900049840292187e+00 1.225379394688140278e-01
1.014322999999999979e+03 8.341195408137092038e-01 1.015636290444089235e-01
1.014557000000000016e+03 7.815717145175875569e-01 1.174403502060407112e-01
1.014791000000000054e+03 8.837887669412445302e-01 1.630899565489140335e-01
1.015024000000000001e+03 9.706355054174625741e-01 1.637628037148493032e-01
1.015258000000000038e+03 1.087400704838356269e+00 1.536443955445278009e-01
1.015491999999999962e+03 8.656293025237609129e-01 1.811536778154266558e-01
1.015725999999999999e+03 1.108870100063569231e+00 1.798920627757954194e-01
1.015960000000000036e+03 1.104482438911164710e+00 2.557885985881194202e-01
1.016192999999999984e+03 8.035052837150100657e-01 1.939001324828364958e-01
1.016427999999999997e+03 1.160641047942527759e+00 1.925539399764955861e-01
1.016662000000000035e+03 1.018972349623651574e+00 2.252245309858059430e-01
1.016895999999999958e+03 9.513965806628890132e-01 2.050970756726012423e-01
1.017129999999999995e+03 9.865277150573724674e-01 1.532432019314204086e-01
1.017364000000000033e+03 1.478914172427882479e+00 1.648455664292649836e-01
1.017599000000000046e+03 1.097552473084075331e+00 1.239063305743446364e-01
1.017832999999999970e+03 6.754364972520481292e-01 1.053938476701461457e-01
1.018067000000000007e+03 7.030663487355471863e-01 1.116989355793805150e-01
1.018302000000000021e+03 9.433962273480821503e-01 1.208882090510060708e-01
1.018535999999999945e+03 9.194392704801988003e-01 1.139328446913295267e-01
1.018770999999999958e+03 8.339470520579914670e-01 1.037016349855072184e-01
1.019004999999999995e+03 1.007766544737417336e+00 1.230757875541998031e-01
1.019240000000000009e+03 1.016998408261976516e+00 1.300257842576994505e-01
1.019474000000000046e+03 9.069096574481929629e-01 1.219675290638341791e-01
1.019710000000000036e+03 1.189993458046814334e+00 1.383261597676230525e-01
1.019943999999999960e+03 8.696323280187918670e-01 1.137899801975143371e-01
1.020178999999999974e+03 7.884222236415859841e-01 1.029080593581445380e-01
1.020413999999999987e+03 1.037956540163230246e+00 1.122536153403646819e-01
1.020649000000000001e+03 1.181350201608321493e+00 1.187198761381269702e-01
1.020884000000000015e+03 1.079428637153376558e+00 1.222821323245258524e-01
1.021120000000000005e+03 1.247061979108987195e+00 1.337931076524179197e-01
1.021354000000000042e+03 8.268637866843002726e-01 1.198703972874651386e-01
1.021589000000000055e+03 9.220755297850837806e-01 1.130816200515928349e-01
1.021825000000000045e+03 8.648319813829991043e-01 1.100566247338956721e-01
1.022059999999999945e+03 7.079793948934373082e-01 1.315147877165634416e-01
1.022296000000000049e+03 1.418414592359192650e+00 1.545175699052085128e-01
1.022530999999999949e+03 1.055843402629128125e+00 1.298414289555424872e-01
