SDSS name,Spec Files,BI_limit,Smooth?,BI Value,Vmin,Vmax,If multiple troughs: Vmin,Vmax,Ran through absorption?,EW,Depth,Notes,Observation Time Frame (days),Rest Time Frame (days),Redshift,Normalization Anchor Points,,,BI TOTAL 2000,BI INDIVIDUAL 2000,VMINS,VMAXS,EW INDIVIDUAL,DEPTH,,BI TOTAL 1000,BI INDIVIDUAL 1000,VMINS,VMAXS,EW INDIVIDUAL,DEPTH,,BI TOTAL 500,BI INDIVIDUAL 500,VMINS,VMAXS,EW INDIVIDUAL,DEPTH,
J000022.93-022716.4,spec-9345-57713-0464,2000,no,65.62,-41747.61577,-44721.72271,-52183.44712,-54189.16625,yes,,,,1903,527.1468144,2.61,"4700, 5215, 6135",,,65.62,"[59.13, 6.49]",[-41747.61577 -52183.44712],[-44721.72271 -54189.16625],"[209.54, 96.69]","[0.25, 0.38]",,228.87,"[141.02, 87.85]",[-41747.61577 -52183.44712],[-44721.72271 -54189.16625],"[209.54, 96.69]","[0.25, 0.38]",,281.11,"[184.62, 5.42, 91.07]",[-41747.61577 -46138.02227 -52317.34618],[-44721.72271 -46677.11056 -54189.16625],"[209.54, 51.52, 96.69]","[0.25, 0.4, 0.38]",
J162349.61+505501.1,spec-2884-54526-0579,,,,,,,,,,,,,,2.615,"4670, 5220, 6145",,,0,[],[],[],[],[],,0,[],[],[],[],[],,79.49,"[58.09, 21.4]",[-45532.11036 -49770.99415],[-46273.69045 -50374.98463],"[87.35, 88.1]","[0.39, 0.58]",
J162349.61+505501.1,spec-6313-56460-0295,,,,,,,,,,,,1934,534.9930844,2.615,"4670, 5220, 6145",,,35.08,[35.08],[-46745.26592],[-49233.92631],[179.87],[0.26],,137.54,[137.54],[-46745.26592],[-49233.92631],[179.87],[0.26],,316.37,"[2.24, 86.94, 164.5, 62.68]",[-38765.93104 -45532.11036 -46745.26592 -49703.96293],[-39308.67889 -46475.78239 -49233.92631 -50374.98463],"[68.56, 123.19, 179.87, 113.3]","[0.45, 0.48, 0.26, 0.55]",
J075916.12+092743.0,spec-2945-54505-0067,,,,,,,,,,,,,,2.635,"4665, 5255, 6180",,,0,[],[],[],[],[],,14.84,"[6.32, 8.52]",[-39577.50546 -57784.85376],[-41204.12094 -58914.00676],"[25.89, 317.41]","[0.18, 0.59]",,215.71,"[19.78, 195.93]",[-39441.85274 -57784.85376],[-41204.12094 -58914.00676],"[25.89, 317.41]","[0.18, 0.59]",
J075916.12+092743.0,spec-5494-55857-0549,,,39.68,[-37404.92935],[-40187.82348],,,,[203.24],[0.26],,1352,371.9394773,2.635,"4665, 5255, 6180",,,39.68,[39.68],[-37404.92935],[-40187.82348],[203.24],[0.26],,163.61,"[155.38, 8.23]",[-37404.92935 -57784.85376],[-40187.82348 -58847.55174],"[203.24, 317.85]","[0.26, 0.6]",,380.74,"[188.1, 192.64]",[-37404.92935 -57784.85376],[-40187.82348 -58847.55174],"[203.24, 317.85]","[0.26, 0.6]",
J232919.28+271959.3,spec-6587-56537-0015,,,,,,,,,,,,,,2.6636,"4700, 6200, 8000",,,4252.77,[4252.77],[-31003.36306],[-49368.10217],[4496.56],[0.74],,4444.39,[4444.39],[-31003.36306],[-49368.10217],[4496.56],[0.74],,4492.85,[4492.85],[-31003.36306],[-49368.10217],[4496.56],[0.74],
J232919.28+271959.3,spec-7701-57356-0794,,,,,,,,,,,,819,223.550606,2.6636,"4700, 6200, 8000",,,3635.69,[3635.69],[-32027.28916],[-50240.59287],[3783.66],[0.78],,3755.38,[3755.38],[-32027.28916],[-50240.59287],[3783.66],[0.78],,3773.37,[3773.37],[-32027.28916],[-50240.59287],[3783.66],[0.78],
J103800.50+582343.0,spec-0948-52428-0370,2000,no,531.82,-36950.92124,-43323.05424,,,yes,,,,,,2.702,"4885, 5300, 6290 Interim",,,83.61,[83.61],[-39734.89123],[-42038.13374],[221.76],[0.44],,154.67,[154.67],[-39734.89123],[-42038.13374],[221.76],[0.44],,201.43,"[4.38, 0.26, 9.63, 187.15]",[-34092.40786 -36066.7449  -38105.96926 -39734.89123],[-34637.29201 -36610.98374 -38785.03779 -42038.13374],"[33.53, 22.19, 38.8, 221.76]","[0.29, 0.22, 0.26, 0.44]",
J103800.50+582343.0,spec-7089-56661-0060,2000,no,924.42,-34296.77175,-43931.17663,,,yes,,,,4233,1143.435981,2.702,"4885, 5255, 6290",,,924.42,[924.42],[-34296.77175],[-43931.17663],[1148.07],[0.48],,1089.43,[1089.43],[-34296.77175],[-43931.17663],[1148.07],[0.48],,1238.34,"[1127.75, 110.58]",[-34296.77175 -46090.39913],[-43931.17663 -47033.51469],"[1148.07, 123.45]","[0.48, 0.46]",
J004659.89+180739.6,spec-6199-56220-0264,2000,no,2207.49,-31693.4921,-42905.6779,,,yes,,,,678,180.2232855,2.762,"4840, 5630, 6395",,,2207.49,[2207.49],[-31693.4921],[-42905.6779],[2408.15],[0.44],,2366.07,[2366.07],[-31693.4921],[-42905.6779],[2408.15],[0.44],,2409.13,"[2397.2, 11.93]",[-31693.4921  -48165.49783],[-42905.6779  -48770.58125],"[2408.15, 234.8]","[0.44, 0.88]",
J004659.89+180739.6,spec-7618-56898-0268,2000,no,622.71,-34080.42623,-41620.16583,,,yes,,,,,,2.762,"4840, 5630, 6395",,,1413.17,"[1169.65, 243.52]",[-33807.81533 -45606.61853],[-42837.93713 -49509.56396],"[1493.37, 314.88]","[0.38, 0.9]",,1683.1,"[1378.46, 304.63]",[-33807.81533 -45606.61853],[-42837.93713 -49509.56396],"[1493.37, 314.88]","[0.38, 0.9]",,1764.51,"[1452.87, 311.64]",[-33807.81533 -45606.61853],[-42837.93713 -49509.56396],"[1493.37, 314.88]","[0.38, 0.9]",
J123830.71+480003.4,spec-1455-53089-0381,2000,no,n/a,n/a,n/a,n/a,n/a,yes,,,,,,2.846,"4960, 5450, 6535",,,3.88,[3.88],[-30867.57694],[-33119.57013],[209.57],[0.37],,186.39,"[150.9, 35.49]",[-30867.57694 -45465.38102],[-33119.57013 -46745.84839],"[209.57, 253.94]","[0.37, 0.64]",,379.64,"[201.27, 0.58, 172.87, 4.91]",[-30867.57694 -36320.5378  -45465.38102 -55058.10241],[-33119.57013 -36864.46629 -46745.84839 -55858.11041],"[209.57, 6.48, 253.94, 29.67]","[0.37, 0.15, 0.64, 0.2]",
J123830.71+480003.4,spec-6670-56389-0168,2000,no,218.7,-30867.57694,-34618.91843,n/a,n/a,yes,,,,3300,858.0343214,2.846,"4960, 5450, 6535",,,218.7,[218.7],[-30867.57694],[-34618.91843],[598.21],[0.4],,454.99,"[449.26, 5.73]",[-30867.57694 -45532.74964],[-34618.91843 -46543.82571],"[598.21, 199.8]","[0.4, 0.55]",,711.6,"[563.77, 147.83]",[-30867.57694 -45532.74964],[-34618.91843 -46543.82571],"[598.21, 199.8]","[0.4, 0.55]",
J002238.35+273533.2,spec-6280-56570-0623,2000,no,622.71,-34080.42623,-41620.16583,n/a,n/a,yes,,,,,,2.86,"4960, 5535, 6560",,,87.35,[87.35],[-33990.76638],[-37257.44046],[213.73],[0.28],,199.8,"[150.84, 48.95]",[-33990.76638 -37529.30833],[-37257.44046 -39226.62029],"[213.73, 84.04]","[0.28, 0.22]",,245.21,"[174.85, 67.04, 3.31]",[-33990.76638 -37529.30833 -48144.38405],[-37257.44046 -39226.62029 -48749.42215],"[213.73, 84.04, 15.96]","[0.28, 0.22, 0.14]",
J002238.35+273533.2,spec-7694-57359-0006,2000,no,125.05,-33922.71962,-37325.34785,n/a,n/a,yes,,,,789,204.4041451,2.86,"4960, 5535, 6560",,,125.05,[125.05],[-33922.71962],[-37325.34785],[264.83],[0.33],,194.19,[194.19],[-33922.71962],[-37325.34785],[264.83],[0.33],,233.94,[233.94],[-33922.71962],[-37325.34785],[264.83],[0.33],
J075138.04+191310.0,spec-1582-52939-0558,,,,,,,,,,,,,,2.861,"4955, 5700, 6500",,,496.11,[496.11],[-54451.29976],[-58047.55415],[928.17],[1.49],,809.28,"[78.53, 73.21, 657.54]",[-31202.55973 -33999.37946 -54451.29976],[-32567.58851 -35225.21869 -58047.55415],"[362.15, 165.71, 928.17]","[1.34, 0.83, 1.49]",,1161.08,"[173.16, 125.16, 13.67, 109.31, 49.52, 690.26]","[-31202.55973 -33999.37946 -35973.84233 -51508.87107 -53315.73904
 -54451.29976]","[-32567.58851 -35225.21869 -36722.06751 -52312.34182 -54184.21252
 -58047.55415]","[362.15, 165.71, 139.29, 246.61, 141.68, 928.17]","[1.34, 0.83, 0.59, 0.81, 0.76, 1.49]",
J075138.04+191310.0,spec-4485-55836-0092,2000,no,658.75,-30041.34,-36313.96954,,,yes,,,,2897,750.3237503,2.861,"4955, 5700, 6500",,,658.75,[658.75],[-30041.34],[-36313.96954],[982.59],[0.78],,906.86,[906.86],[-30041.34],[-36313.96954],[982.59],[0.78],,1098.18,"[951.52, 142.53, 4.13]",[-30041.34    -51575.94031 -56983.73907],[-36313.96954 -52312.34182 -57515.931  ],"[982.59, 268.19, 27.71]","[0.78, 0.88, 0.29]",
J140958.02+220206.0,spec-2785-54537-0175,2000,no,,,,,,,,,Matches better than other attempts right of Ly-a,,,2.892,"5005, 5760, 6635 Interim",,,679.24,[679.24],[-35479.1943],[-44631.02839],[817.97],[0.43],,769.24,"[755.37, 13.87]",[-35479.1943  -45305.91771],[-44631.02839 -46451.86938],"[817.97, 66.96]","[0.43, 0.28]",,854.23,"[811.66, 36.96, 5.6]",[-35479.1943  -45305.91771 -47192.76325],[-44631.02839 -46451.86938 -47731.05451],"[817.97, 66.96, 40.71]","[0.43, 0.28, 0.25]",
J140958.02+220206.0,spec-5896-56047-0658,2000,no,,,,,,,,,,1510,387.975334,2.892,"5005, 5760, 6635",,,1303.59,[1303.59],[-33503.91814],[-43888.19979],[1497.62],[0.39],,1434.92,[1434.92],[-33503.91814],[-43888.19979],[1497.62],[0.39],,1477.59,[1477.59],[-33503.91814],[-43888.19979],[1497.62],[0.39],
J025334.18-031812.7,spec-4341-55538-0324,,,,,,,,,,,,,,2.978,"5169, 6015, 6810",,,792.06,"[553.42, 238.64]",[-32748.27764 -53826.85893],[-43409.99255 -58821.33412],"[776.25, 323.17]","[0.41, 0.3]",,957.27,"[658.78, 298.49]",[-32748.27764 -53893.76107],[-43409.99255 -58821.33412],"[776.25, 323.17]","[0.41, 0.3]",,1034.07,"[728.14, 305.93]",[-32748.27764 -53893.76107],[-43409.99255 -58821.33412],"[776.25, 323.17]","[0.41, 0.3]",
J025334.18-031812.7,spec-9312-57784-0360,,,,,,,,,,,,2246,564.6053293,2.978,"5140, 6015, 6810",,,2294.81,"[1618.28, 676.53]",[-29948.98694 -54361.22219],[-40906.35536 -59219.35944],"[2033.69, 944.67]","[0.51, 0.45]",,2743.87,"[1841.0, 8.5, 894.37]",[-29948.98694 -46581.2263  -54361.22219],[-40906.35536 -47994.74076 -59219.35944],"[2033.69, 35.45, 944.67]","[0.51, 0.21, 0.45]",,2893.47,"[1958.0, 19.58, 915.89]",[-29948.98694 -46648.47529 -54361.22219],[-40906.35536 -47994.74076 -59219.35944],"[2033.69, 35.45, 944.67]","[0.51, 0.21, 0.45]",
J143212.86+113953.1,spec-1709-53533-0576,,,,,,,,,,,"Fits well on blueside of Ly-a, not great in near IR",,,3.003,"5263, 6020, 7100 Interim",,,2548.03,"[2460.23, 87.79]",[-32012.05656 -45247.03687],[-43423.98468 -48748.31635],"[2924.31, 275.01]","[0.68, 0.33]",,2954.33,"[2755.68, 198.65]",[-32012.05656 -45179.49441],[-43423.98468 -48748.31635],"[2924.31, 275.01]","[0.68, 0.33]",,3101.49,"[2861.73, 239.76]",[-32012.05656 -45179.49441],[-43423.98468 -48748.31635],"[2924.31, 275.01]","[0.68, 0.33]",
J143212.86+113953.1,spec-5465-55988-0798,2000,no,2160.64,-31602.50585,-42409.65116,-54975.68178,-57373.3975,yes,,,,2455,613.2900325,3.003,"5295, 6050, 6900",,,2160.64,"[2145.16, 15.48]",[-31602.50585 -54975.68178],[-42409.65116 -57373.3975 ],"[2440.57, 145.36]","[0.64, 0.28]",,2453.82,"[2364.04, 89.77]",[-31602.50585 -54975.68178],[-42409.65116 -57373.3975 ],"[2440.57, 145.36]","[0.64, 0.28]",,2542.01,"[2419.52, 1.37, 121.12]",[-31602.50585 -47941.51212 -54975.68178],[-42409.65116 -48681.15901 -57373.3975 ],"[2440.57, 33.16, 145.36]","[0.64, 0.26, 0.28]",
J094734.19+142116.9,spec-2582-54139-0485,2000,no,272.23,-43442.32859,-48363.15782,,,yes,,,,,,3.031,"5165, 5830, 6900",,,292.11,[292.11],[-43442.32859],[-48363.15782],[538.51],[0.33],,391.89,[391.89],[-43442.32859],[-48363.15782],[538.51],[0.33],,488.78,[488.78],[-43442.32859],[-48363.15782],[538.51],[0.33],
J094734.19+142116.9,spec-5320-55999-0336,2000,no,23.74,-45872.34712,-48363.15782,,,,,,,1786,443.0662367,3.031,"5180, 5830, 6900",,,23.74,[23.74],[-45872.34712],[-48363.15782],[127.05],[0.22],,108.22,"[15.6, 92.62]",[-43577.50518 -45872.34712],[-44995.5101  -48363.15782],"[87.39, 127.05]","[0.22, 0.22]",,188.71,"[66.63, 122.08]",[-43577.50518 -45872.34712],[-44995.5101  -48363.15782],"[87.39, 127.05]","[0.22, 0.22]",
J094734.19+142116.9,spec-9587-57784-0340,2000,no,,,,,,yes,,,,,,3.031,"5180, 5830, 6900",,,0,[],[],[],[],[],,0,[],[],[],[],[],,33.71,"[26.06, 7.65]",[-43915.28598 -47758.02168],[-44860.52689 -48564.9856 ],"[61.47, 26.45]","[0.19, 0.19]",
J112954.72+080935.5,spec-1618-53116-0538,2000,no,n/a,n/a,n/a,n/a,n/a,yes,,,,,,3.07,"5520, 6950, 8500",,,0,[],[],[],[],[],,87.04,"[8.43, 78.61]",[-31198.83195 -35289.62695],[-32359.26335 -36582.32894],"[28.64, 109.04]","[0.21, 1.07]",,109.97,"[13.07, 6.41, 89.02, 1.47]",[-31198.83195 -34199.96338 -35085.42636 -38213.33242],[-32359.26335 -34745.01576 -36582.32894 -38756.40709],"[28.64, 25.57, 109.04, 11.75]","[0.21, 0.19, 1.07, 0.19]",
J112954.72+080935.5,spec-5374-55947-0608,2000,no,228.13,-32222.74415,-38145.32759,n/a,n/a,yes,,,,2831,695.5773956,3.07,"5520, 6950, 8500",,,228.13,[228.13],[-32222.74415],[-38145.32759],[358.53],[0.5],,332.92,[332.92],[-32222.74415],[-38145.32759],[358.53],[0.5],,354.16,[354.16],[-32222.74415],[-38145.32759],[358.53],[0.5],
J114851.46+231340.4,spec-2511-53882-0552,2000,no,22.81,-34734.74895,-37252.04521,-37523.76573,-40035.12888,yes,,,,,,3.083,"5380, 6100, 7000",,,575.74,[575.74],[-32690.02802],[-40780.7092],[710.53],[0.31],,657.24,[657.24],[-32690.02802],[-40780.7092],[710.53],[0.31],,694.38,"[6.36, 685.74, 2.28]",[-31802.99995 -32690.02802 -56038.18976],[-32349.01033 -40780.7092  -56837.11627],"[20.21, 710.53, 10.6]","[0.18, 0.31, 0.15]",
J114851.46+231340.4,spec-6422-56328-0988,2000,no,1219.18,-29959.04622,-40983.90523,-55171.57151,-58366.20417,yes,,,,2446,599.0693118,3.083,"5380, 6100, 7000",,,1219.18,"[1146.72, 72.46]",[-29959.04622 -55171.57151],[-40983.90523 -58366.20417],"[1349.49, 109.87]","[0.45, 0.32]",,1349.94,"[1253.64, 96.3]",[-29959.04622 -55171.57151],[-40983.90523 -58366.20417],"[1349.49, 109.87]","[0.45, 0.32]",,1403.92,"[1299.27, 104.65]",[-29959.04622 -55171.57151],[-40983.90523 -58366.20417],"[1349.49, 109.87]","[0.45, 0.32]",
J120105.36+290352.1,spec-2225-53729-0182,2000,no,n/a,n/a,n/a,n/a,n/a,yes,,,,,,3.128,"5305, 5905, 7020",,,0,[],[],[],[],[],,0,[],[],[],[],[],,3.17,[3.17],[-52272.17139],[-52807.53107],[17.92],[0.27],
J120105.36+290352.1,spec-6402-56334-0966,2000,no,419.06,-43865.8906,-50731.31614,n/a,n/a,yes,,,,2605,631.0562016,3.128,"5305, 5905, 7020",,,419.06,[419.06],[-43865.8906],[-50731.31614],[527.44],[0.44],,514.68,[514.68],[-43865.8906],[-50731.31614],[527.44],[0.44],,558.57,"[35.6, 522.97]",[-34775.89316 -43865.8906 ],[-35592.81308 -50731.31614],"[68.67, 527.44]","[0.31, 0.44]",
J144844.69+092834.2,spec-1713-53827-0211,,,,,,,,,,,Fits better than OG anchors on blueside of Ly-a,,,3.159,"5293, 6150, 7070 Interim",,,396.35,"[387.62, 8.73]",[-33514.84386 -38820.58927],[-38549.15413 -41058.10341],"[573.93, 184.43]","[0.47, 0.39]",,544.53,"[474.4, 70.13]",[-33582.96995 -38888.55522],[-38549.15413 -41058.10341],"[573.93, 184.43]","[0.47, 0.39]",,706.18,"[540.09, 140.79, 14.85, 10.45]",[-33446.57572 -38820.58927 -48481.67885 -55511.38832],[-38549.15413 -41058.10341 -49086.52562 -56244.37874],"[573.93, 184.43, 31.22, 21.48]","[0.47, 0.39, 0.25, 0.23]",
J144844.69+092834.2,spec-5476-55986-0599,,,,,,,,,,,,2159,519.1151719,3.159,"5355, 6150, 7070",,,789.95,[789.95],[-33855.64745],[-41938.35759],[970.12],[0.37],,869.24,[869.24],[-33923.67998],[-41938.35759],[970.12],[0.37],,942.54,"[888.69, 47.53, 6.32]",[-33855.64745 -42411.9561  -46395.28451],[-41938.35759 -43088.1968  -47001.49917],"[970.12, 78.8, 52.07]","[0.37, 0.44, 0.28]",
J103119.22+294622.9,spec-6456-56339-0894,2000,no,352.12,-38847.46229,-46017.57987,,,,,,,1816,432.9995231,3.194,"5535, 6060, 7400",,,352.12,[352.12],[-38847.46229],[-46017.57987],[478.38],[0.32],,580.48,"[3.24, 152.92, 424.32]",[-29992.55734 -31972.98607 -38779.50201],[-31017.24019 -33950.71156 -46017.57987],"[37.17, 298.48, 478.38]","[0.19, 0.34, 0.32]",,750.22,"[25.43, 228.44, 36.83, 459.52]",[-29992.55734 -31972.98607 -36741.4775  -38779.50201],[-31017.24019 -33950.71156 -37557.22633 -46017.57987],"[37.17, 298.48, 42.38, 478.38]","[0.19, 0.34, 0.25, 0.32]",
J103119.22+294622.9,spec-10464-58155-0575,2000,no,388.76,-39322.47423,-46960.70375,,,yes,,,,,,3.194,"5524, 6060, 7400",,,465.58,[465.58],[-38508.08691],[-46960.70375],[502.73],[0.28],,646.32,"[68.76, 78.3, 499.26]",[-32109.49482 -36197.47548 -38643.71962],[-33746.14492 -37828.86616 -46960.70375],"[160.83, 115.08, 502.73]","[0.27, 0.33, 0.28]",,734.89,"[125.7, 1.25, 106.4, 501.54]",[-32109.49482 -34972.37038 -36197.47548 -38508.08691],[-33746.14492 -35517.06674 -37828.86616 -46960.70375],"[160.83, 5.16, 115.08, 502.73]","[0.27, 0.13, 0.33, 0.28]",
J085119.10+134652.5,spec-2430-53815-0471,,,,,,,,,,,,,,3.204,"5550, 6000, 7145",,,48.33,[48.33],[-37512.5418],[-39956.0373],[306.2],[0.47],,206.92,[206.92],[-37512.5418],[-39956.0373],[306.2],[0.47],,325.04,"[51.84, 0.34, 266.69, 6.17]",[-34587.12763 -35948.67187 -37512.5418  -45905.88196],[-35472.34263 -36492.77523 -39956.0373  -46579.88176],"[193.36, 8.47, 306.2, 97.56]","[0.78, 0.2, 0.47, 0.97]",
J085119.10+134652.5,spec-5288-55865-0958,,,145.25,[-36900.82525],[-39956.0373],,,,[286.85],[0.34],,2050,487.6308278,3.204,"5550, 6000, 7145",,,145.25,[145.25],[-36900.82525],[-39956.0373],[286.85],[0.34],,250.41,[250.41],[-36900.82525],[-39956.0373],[286.85],[0.34],,276.34,"[2.13, 274.2]",[-35948.67187 -36900.82525],[-36492.77523 -39956.0373 ],"[10.15, 286.85]","[0.14, 0.34]",
J085119.10+134652.5,spec-5290-55862-0164,,,,,,,,,,,,,,3.204,"5550, 6000, 7145",,,105.96,[105.96],[-36968.71247],[-40227.27252],[282.27],[0.34],,213.95,[213.95],[-36968.71247],[-40227.27252],[282.27],[0.34],,263.11,"[253.18, 9.92]",[-36968.71247 -45905.88196],[-40227.27252 -46579.88176],"[282.27, 293.24]","[0.34, 0.92]",
J123815.03+443026.2,spec-1372-53062-0154,2000,no,"103.42, 15.29, 60.61",-38603.17606,-42059.75812,-46314.21509,-48535.18121,yes,,,,,,3.3,"5520, 6300, 7310",,,991.52,"[137.88, 853.64]",[-38535.16867 -45302.85728],[-42127.5502  -53361.65785],"[490.82, 954.6]","[0.48, 0.88]",,1390.6,"[434.81, 931.9, 23.89]",[-38535.16867 -45370.41393 -53629.01492],[-42127.5502  -53361.65785 -55164.28961],"[490.82, 954.6, 56.49]","[0.48, 0.88, 0.21]",,1775.75,"[2.59, 58.54, 480.74, 259.53, 933.59, 40.76]","[-29951.59451 -33432.73696 -38535.16867 -42465.76366 -45505.14991
 -53762.51784]","[-30498.10381 -34114.18912 -42127.5502  -43412.38016 -53361.65785
 -55164.28961]","[194.16, 94.42, 490.82, 304.95, 954.6, 56.49]","[0.74, 0.44, 0.48, 0.95, 0.88, 0.21]",
J123815.03+443026.2,spec-6636-56367-0036,2000,no,"340.99, 5.3, 95.29",-35748.37257,-41247.43554,-42330.48542,-44493.12833,yes,,,,,,3.3,"5520, 6300, 7310",,,718.98,"[450.46, 268.51]",[-35408.11923 -42127.49938],[-41653.74959 -48400.66974],"[655.43, 621.41]","[0.47, 0.91]",,1149.37,"[603.39, 542.85, 3.13]",[-35408.11923 -42059.75812 -51956.72423],[-41653.74959 -48400.66974 -53094.19856],"[655.43, 621.41, 19.99]","[0.47, 0.91, 0.2]",,1428.75,"[647.62, 610.79, 147.61, 15.3, 7.44]",[-35408.11923 -42059.75812 -49677.14038 -52023.6125  -54497.09536],[-41653.74959 -48400.66974 -50482.33978 -53094.19856 -55431.03104],"[655.43, 621.41, 241.47, 19.99, 16.39]","[0.47, 0.91, 0.73, 0.2, 0.16]",
J123815.03+443026.2,spec-8374-57783-0919,2000,no,"215.47, 66.45",-34931.53804,-38942.5305,-42398.22067,-45842.43511,yes,,,,4721,1097.906977,3.3,"5520, 6300, 7310",,,281.92,"[215.47, 66.45]",[-34931.53804 -42398.22067],[-38942.5305  -45842.43511],"[457.82, 418.64]","[0.4, 0.9]",,556.58,"[425.24, 131.34]",[-34931.53804 -42398.22067],[-38942.5305  -45842.43511],"[457.82, 418.64]","[0.4, 0.9]",,1064.98,"[450.27, 84.23, 400.9, 129.58]",[-34931.53804 -39553.16855 -42398.22067 -49677.14038],[-38942.5305  -40434.45838 -45842.43511 -50482.33978],"[457.82, 126.01, 418.64, 209.39]","[0.4, 0.4, 0.9, 0.7]",
J135402.11+182810.9,spec-5444-56038-0942,2000,no,2762.34,-34159.09463,-37085.55829,-45347.31463,-49587.06272,yes,,,,,,3.403,"5715, 6340, 7485",,,42.22,[42.22],[-45694.12485],[-48723.51454],[186.77],[0.35],,116.62,"[19.88, 96.74]",[-43196.17311 -45694.12485],[-44749.70757 -48723.51454],"[67.92, 186.77]","[0.28, 0.35]",,187.31,"[31.24, 156.06]",[-43128.64983 -45694.12485],[-44749.70757 -48723.51454],"[67.92, 186.77]","[0.28, 0.35]",
J135402.11+182810.9,spec-5868-56045-0372,2000,no,113.73,-45289.56442,-48790.62756,n/a,n/a,yes,,,,7,1.589825119,3.403,"5715, 6340, 7485",,,113.73,[113.73],[-45289.56442],[-48790.62756],[323.4],[0.42],,245.61,"[1.32, 244.29]",[-43804.37993 -45289.56442],[-45019.67396 -48790.62756],"[35.42, 323.4]","[0.26, 0.42]",,333.45,"[26.09, 307.35]",[-43872.01366 -45289.56442],[-45019.67396 -48790.62756],"[35.42, 323.4]","[0.26, 0.42]",
J011135.35+181826.1,spec-5133-55860-0412,2000,no,53,-40564.33995,-43406.68167,n/a,n/a,yes,,,,,,3.45,"5780, 6370, 8150",,,50.81,[50.81],[-40564.33995],[-43406.68167],[157.29],[0.31],,101.37,"[96.29, 5.09]",[-40564.33995 -48327.71626],[-43406.68167 -49402.87346],"[157.29, 104.88]","[0.31, 0.4]",,181.45,"[138.73, 5.09, 33.24, 4.39]",[-40564.33995 -44014.73599 -48327.71626 -50409.67522],[-43406.68167 -44622.44677 -49402.87346 -50946.05896],"[157.29, 12.51, 104.88, 12.09]","[0.31, 0.18, 0.4, 0.16]",
J011135.35+181826.1,spec-7622-56987-0113,2000,no,165.98,-41918.87857,-46914.66435,n/a,n/a,yes,,,,873,196.1797753,3.45,"5800, 6360, 7565",,,165.98,[165.98],[-41918.87857],[-46914.66435],[202.36],[0.51],,192.73,[192.73],[-41918.87857],[-46914.66435],[202.36],[0.51],,220.03,"[19.75, 200.28]",[-40835.40467 -41986.47373],[-41580.28607 -46914.66435],"[26.4, 202.36]","[0.22, 0.51]",
J144911.37+370734.0,spec-5174-56047-0344,,,,,,,,,,,Bad Normalization,2177,475.0163648,3.583,"5330, 6850, 8900",,,1304.93,[1304.93],[-34305.92351],[-41844.23204],[1505.88],[0.72],,1426.74,[1426.74],[-34305.92351],[-41844.23204],[1505.88],[0.72],,1601.07,"[1482.58, 118.49]",[-34442.18175 -42114.98222],[-41844.23204 -42926.63675],"[1505.88, 157.85]","[0.72, 0.57]",
J144911.37+370734.0,spec-10748-58224-0461,,,,,,,,,,,,,,3.583,"5330, 6850, 8900",,,3018.06,[3018.06],[-32533.48354],[-43940.28716],[3189.78],[0.9],,3189.55,"[3164.22, 25.33]",[-32533.48354 -45357.7502 ],[-43940.28716 -46638.55955],"[3189.78, 68.69]","[0.9, 0.34]",,3234.37,"[3180.33, 53.96, 0.07]",[-32533.48354 -45425.27681 -47581.11754],[-43940.28716 -46638.55955 -48119.19827],"[3189.78, 68.69, 12.82]","[0.9, 0.34, 0.19]",
J230820.39+204004.3,spec-6122-56246-0696,,,,,,,,,,,,734,158.7713606,3.623,"6150, 6850, 7855",,,216.99,[216.99],[-46216.79234],[-50117.1391],[473.2],[0.32],,405.67,[405.67],[-46216.79234],[-50117.1391],[473.2],[0.32],,595.95,"[101.53, 465.36, 29.06]",[-41352.79853 -46216.79234 -57265.97399],[-42232.65802 -50117.1391  -57864.22606],"[163.83, 473.2, 64.49]","[0.51, 0.32, 0.39]",
J230820.39+204004.3,spec-7610-56980-0454,,,,,,,,,,,,,,3.623,"6150, 6850, 7855",,,47.86,[47.86],[-47159.7806],[-49647.31173],[284.32],[0.35],,165.23,[165.23],[-47159.7806],[-49647.31173],[284.32],[0.35],,393.6,"[0.39, 89.04, 245.2, 58.96]",[-37825.77677 -41352.79853 -47159.7806  -56201.04911],[-38369.22326 -42165.04731 -49647.31173 -56999.85666],"[74.02, 130.87, 284.32, 72.46]","[0.63, 0.49, 0.35, 0.45]",
J150116.10+525556.8,spec-6720-56390-0552,,,,,,,,,,,,,,3.851,"6250, 6850, 8500",,,326.05,"[162.81, 163.24]",[-36675.45197 -47366.63493],[-40002.56256 -50792.78523],"[420.58, 339.66]","[0.41, 0.51]",,615.3,"[367.14, 233.83, 14.34]",[-36675.45197 -47366.63493 -51596.93083],[-40002.56256 -50792.78523 -52868.68412],"[420.58, 339.66, 80.9]","[0.41, 0.51, 0.31]",,710.23,"[385.12, 279.08, 46.03]",[-36811.46132 -47366.63493 -51664.00512],[-40002.56256 -50792.78523 -52868.68412],"[420.58, 339.66, 80.9]","[0.41, 0.51, 0.31]",
