Unnamed: 0,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig
10,002945.97-032201.4,"Spectra(plate='7902', mjd='57362', fiber='0929')","Spectra(plate='9346', mjd='57751', fiber='0604')",21.739109,25.405201,1.7468948,1.7450525,0.86,2.68,0.9195,0.9311,"[9.66241122 5.07256479 3.54770309 2.78906858 2.33690381 2.03795149
 1.82652594 1.66978094 1.54946577 1.45462758 1.37829433 1.31581623
 1.26397276 1.2204623  1.18359595 1.15210624 1.1250232  1.10159192
 1.08121598 1.06341797 1.04781122 1.03407925 1.02196059 1.01123739
 1.00172674 0.99327402 0.98574768 0.97903519 0.97303978 0.96767784
 0.96287683 0.95857357 0.95471283 0.9512462  0.94813108 0.94532993
 0.94280958 0.94054062 0.93849697 0.93665544 0.93499537 0.93349835
 0.9321479  0.93092934 0.92982947 0.92883651 0.92793987 0.92713005
 0.9263985 ]","[9.78430787 5.136558   3.59245933 2.82425422 2.36638514 2.06366138
 1.84956857 1.69084615 1.56901314 1.47297851 1.39568227 1.33241598
 1.27991848 1.2358591  1.19852767 1.16664069 1.13921599 1.11548911
 1.09485612 1.07683358 1.06102994 1.04712473 1.03485318 1.0239947
 1.01436407 1.00580472 0.99818343 0.99138626 0.98531522 0.97988563
 0.97502406 0.97066651 0.96675706 0.96324669 0.96009227 0.95725579
 0.95470364 0.95240606 0.95033663 0.94847187 0.94679086 0.94527494
 0.94390746 0.94267352 0.94155978 0.9405543  0.93964634 0.9388263
 0.93808553]",1.01,yes
11,003150.73+062901.1,"Spectra(plate='4418', mjd='55862', fiber='0752')","Spectra(plate='2327', mjd='53710', fiber='0292')",9.00918,5.2456675,5.446385,5.050844,0.58,-0.0,0.4173,0.0,"[4.38512692 2.30210037 1.61006688 1.26577305 1.06056548 0.92489087
 0.82893885 0.7578027  0.70319964 0.66015888 0.62551628 0.59716163
 0.57363332 0.5538868  0.53715562 0.52286453 0.51057334 0.49993943
 0.49069215 0.48261481 0.47553194 0.46929991 0.46380006 0.45893351
 0.45461726 0.45078113 0.44736542 0.44431907 0.44159815 0.43916472
 0.43698586 0.4350329  0.43328077 0.43170749 0.43029375 0.42902249
 0.42787867 0.42684894 0.42592146 0.42508572 0.42433232 0.42365292
 0.42304004 0.42248702 0.42198786 0.42153722 0.4211303  0.42076277
 0.42043077]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0.]",-0.0,yes
12,003713.64+241121.5,"Spectra(plate='7672', mjd='57339', fiber='0394')","Spectra(plate='6283', mjd='56239', fiber='0922')",3.007683,4.0521545,1.3711013,1.3862946,0.74,1.08,0.5412,0.6594,"[5.68710925 2.98561399 2.08810975 1.64159208 1.3754566  1.19949902
 1.07505801 0.98280092 0.91198573 0.85616579 0.81123751 0.77446411
 0.74395004 0.71834061 0.6966418  0.67810755 0.662167   0.6483758
 0.63638291 0.62590735 0.61672151 0.60863914 0.60150633 0.59519486
 0.58959708 0.58462197 0.58019211 0.57624127 0.57271249 0.56955655
 0.56673077 0.56419795 0.5619256  0.5598852  0.5580517  0.556403
 0.55491957 0.5535841  0.55238125 0.55129736 0.55032028 0.54943916
 0.54864431 0.54792709 0.54727973 0.54669529 0.54616755 0.5456909
 0.54526033]","[6.92919408 3.63768268 2.54416033 2.00012161 1.6758612  1.46147386
 1.30985449 1.19744813 1.11116664 1.04315544 0.98841466 0.94360981
 0.90643137 0.87522875 0.84879083 0.82620865 0.80678662 0.78998337
 0.7753712  0.76260773 0.75141568 0.74156809 0.73287745 0.72518753
 0.71836717 0.71230548 0.70690812 0.7020944  0.69779492 0.69394972
 0.69050678 0.68742079 0.68465214 0.68216611 0.67993217 0.67792339
 0.67611597 0.67448884 0.67302328 0.67170266 0.67051218 0.66943862
 0.66847018 0.66759631 0.66680756 0.66609548 0.66545247 0.66487173
 0.66434712]",1.22,yes
13,004111.17+303359.0,"Spectra(plate='6529', mjd='56535', fiber='0374')","Spectra(plate='7715', mjd='57364', fiber='0084')",12.150806,12.127101,10.522806,10.504126,1.0,0.14,0.135,0.1333,"[1.41862481 0.7447485  0.52086995 0.40948805 0.3431017  0.29920984
 0.26816857 0.24515544 0.2274909  0.21356686 0.20235969 0.19318672
 0.18557512 0.17918696 0.17377428 0.169151   0.1651747  0.16173454
 0.15874297 0.15612988 0.15383852 0.1518224  0.15004315 0.14846878
 0.14707244 0.14583142 0.14472641 0.14374089 0.14286065 0.14207342
 0.14136854 0.14073674 0.14016991 0.13966094 0.13920358 0.13879232
 0.13842229 0.13808916 0.13778912 0.13751874 0.13727501 0.13705522
 0.13685695 0.13667804 0.13651656 0.13637078 0.13623913 0.13612024
 0.13601283]","[1.40076065 0.73537019 0.51431085 0.40433153 0.33878116 0.29544202
 0.26479163 0.2420683  0.2246262  0.2108775  0.19981146 0.190754
 0.18323825 0.17693053 0.17158602 0.16702095 0.16309472 0.15969788
 0.15674398 0.1541638  0.15190129 0.14991056 0.14815372 0.14659918
 0.14522042 0.14399503 0.14290393 0.14193082 0.14106167 0.14028435
 0.13958834 0.1389645  0.13840481 0.13790225 0.13745065 0.13704457
 0.13667919 0.13635026 0.13605399 0.13578703 0.13554637 0.13532934
 0.13513357 0.13495691 0.13479746 0.13465352 0.13452353 0.13440613
 0.13430008]",0.99,yes
14,004244.99+201920.5,"Spectra(plate='7616', mjd='56902', fiber='0196')","Spectra(plate='6194', mjd='56190', fiber='0814')",16.167501,18.543686,13.95898,14.405193,0.87,0.27,0.1223,0.2348,"[1.285169   0.67468698 0.47186959 0.37096584 0.31082473 0.27106196
 0.24294086 0.22209267 0.2060899  0.19347575 0.18332289 0.17501286
 0.16811731 0.16233011 0.15742663 0.15323827 0.14963604 0.14651951
 0.14380937 0.14144211 0.1393663  0.13753985 0.13592798 0.13450172
 0.13323674 0.13211247 0.13111141 0.1302186  0.12942117 0.12870799
 0.12806943 0.12749706 0.12698356 0.12652247 0.12610814 0.12573556
 0.12540034 0.12509855 0.12482673 0.1245818  0.12436099 0.12416188
 0.12398226 0.12382018 0.12367389 0.12354182 0.12342256 0.12331485
 0.12321755]","[2.46735634 1.29531073 0.90592788 0.71220587 0.59674281 0.52040349
 0.46641467 0.42638887 0.39566565 0.37144813 0.35195596 0.3360018
 0.32276325 0.31165258 0.30223853 0.29419744 0.28728162 0.2812983
 0.27609517 0.27155034 0.26756506 0.26405852 0.26096394 0.25822571
 0.25579711 0.25363865 0.25171675 0.25000268 0.24847171 0.24710251
 0.24587654 0.24477768 0.24379181 0.24290659 0.24211112 0.24139583
 0.24075224 0.24017285 0.23965099 0.23918075 0.23875684 0.23837456
 0.23802972 0.23771855 0.23743769 0.23718414 0.23695517 0.23674838
 0.23656158]",1.92,yes
15,004258.76+190343.9,"Spectra(plate='7618', mjd='56898', fiber='0556')","Spectra(plate='6193', mjd='56237', fiber='0968')",7.3076096,9.19768,3.332957,3.3465302,0.79,1.01,0.5429,0.6369,"[5.70497341 2.99499231 2.09466885 1.64674859 1.37977714 1.20326685
 1.07843494 0.98588806 0.91485043 0.85885515 0.81378574 0.77689683
 0.74628691 0.72059704 0.69883006 0.6802376  0.66424698 0.65041246
 0.6383819  0.62787343 0.61865874 0.61055098 0.60339576 0.59706447
 0.5914491  0.58645836 0.58201459 0.57805134 0.57451147 0.57134562
 0.56851097 0.56597019 0.5636907  0.56164389 0.55980464 0.55815076
 0.55666266 0.555323   0.55411637 0.55302908 0.55204893 0.55116504
 0.5503677  0.54964822 0.54899883 0.54841255 0.54788315 0.547405
 0.54697308]","[6.69275662 3.51355793 2.45734867 1.9318736  1.61867758 1.41160555
 1.26515973 1.15658889 1.0732515  1.00756096 0.95468804 0.91141203
 0.87550218 0.84536426 0.81982845 0.79801682 0.77925751 0.76302762
 0.74891404 0.73658609 0.72577593 0.71626435 0.70787025 0.70044273
 0.69385509 0.68800024 0.68278705 0.67813759 0.67398481 0.67027082
 0.66694536 0.66396466 0.66129049 0.65888929 0.65673158 0.65479134
 0.65304559 0.65147398 0.65005843 0.64878287 0.64763301 0.64659608
 0.64566069 0.64481663 0.6440548  0.64336702 0.64274595 0.64218502
 0.64167831]",1.17,yes
16,004317.05+304343.2,"Spectra(plate='7718', mjd='57362', fiber='0636')","Spectra(plate='6254', mjd='56268', fiber='0555')",4.39972,3.6258879,2.6691031,2.6607637,0.82,0.31,0.3931,0.2636,"[4.13082529 2.1685973  1.51669612 1.19236852 0.99906132 0.87125474
 0.78086715 0.71385632 0.66241979 0.62187504 0.58924144 0.56253112
 0.54036726 0.52176588 0.50600497 0.49254264 0.48096424 0.47094702
 0.462236   0.45462709 0.44795497 0.44208434 0.43690343 0.4323191
 0.42825316 0.42463949 0.42142187 0.41855218 0.41598906 0.41369675
 0.41164424 0.40980454 0.40815401 0.40667197 0.40534021 0.40414268
 0.40306519 0.40209518 0.40122149 0.40043421 0.3997245  0.3990845
 0.39850717 0.39798621 0.397516   0.3970915  0.39670817 0.39636196
 0.39604921]","[2.7699963  1.45419041 1.0170468  0.79956332 0.66993784 0.58423493
 0.52362397 0.4786887  0.44419704 0.41700906 0.39512603 0.37721496
 0.36235261 0.34987913 0.33931038 0.33028298 0.32251889 0.31580166
 0.30996034 0.30485805 0.30038395 0.2964473  0.29297315 0.28989905
 0.28717256 0.28474935 0.28259172 0.2806674  0.27894865 0.27741151
 0.27603516 0.27480152 0.27369473 0.27270092 0.27180789 0.27100486
 0.27028233 0.26963187 0.26904601 0.26851808 0.26804218 0.26761301
 0.26722587 0.26687653 0.26656123 0.26627657 0.26601952 0.26578736
 0.26557765]",0.67,yes
17,004621.15+241056.4,"Spectra(plate='7675', mjd='57327', fiber='0516')","Spectra(plate='2058', mjd='53349', fiber='0006')",18.510466,15.602423,9.147756,9.122202,0.84,0.54,0.5068,0.4148,"[5.32562263 2.79584104 1.95538437 1.53724846 1.2880292  1.12325592
 1.00672468 0.92033168 0.85401768 0.8017458  0.75967326 0.72523727
 0.69666275 0.67268112 0.65236153 0.63500537 0.62007804 0.60716344
 0.59593285 0.58612314 0.57752118 0.56995254 0.56327311 0.55736281
 0.55212084 0.54746196 0.54331367 0.53961396 0.53630947 0.53335414
 0.53070797 0.52833615 0.52620823 0.52429752 0.52258057 0.52103666
 0.51964752 0.51839694 0.51727054 0.51625555 0.51534057 0.51451546
 0.51377113 0.5130995  0.51249329 0.511946   0.5114518  0.51100545
 0.51060224]","[4.35885609 2.28830873 1.60042114 1.25818994 1.05421175 0.91934995
 0.82397277 0.75326279 0.69898684 0.65620394 0.62176888 0.59358409
 0.57019674 0.55056853 0.53393758 0.5197321  0.50751455 0.49694435
 0.48775246 0.47972352 0.47268308 0.46648839 0.46102148 0.45618409
 0.45189369 0.44808055 0.4446853  0.4416572  0.43895258 0.43653373
 0.43436793 0.43242666 0.43068503 0.42912118 0.4277159  0.42645226
 0.42531529 0.42429173 0.42336981 0.42253907 0.42179019 0.42111486
 0.42050566 0.41995594 0.41945978 0.41901184 0.41860735 0.41824203
 0.41791202]",0.82,yes
18,004708.76+132855.6,"Spectra(plate='6202', mjd='56266', fiber='0927')","Spectra(plate='6203', mjd='56266', fiber='0304')",3.794119,5.6073294,3.2471483,3.194665,0.68,0.55,0.1513,0.4258,"[1.58991062 0.83466999 0.58376017 0.45892994 0.38452805 0.33533666
 0.30054744 0.27475569 0.25495832 0.23935308 0.22679275 0.21651223
 0.2079816  0.20082213 0.19475592 0.18957441 0.18511801 0.18126249
 0.17790971 0.17498112 0.17241309 0.17015355 0.16815947 0.16639502
 0.16483008 0.16343922 0.16220079 0.16109627 0.16010975 0.15922747
 0.15843748 0.1577294  0.15709413 0.15652371 0.15601113 0.15555021
 0.1551355  0.15476215 0.15442587 0.15412286 0.1538497  0.15360337
 0.15338116 0.15318065 0.15299967 0.15283629 0.15268875 0.15255549
 0.15243512]","[4.47444774 2.34899194 1.6428624  1.29155563 1.08216818 0.94373001
 0.84582354 0.77323842 0.71752314 0.67360568 0.63825745 0.60932523
 0.58531768 0.56516895 0.54809696 0.53351478 0.52097322 0.51012272
 0.50068707 0.49244521 0.48521807 0.4788591  0.47324722 0.46828154
 0.46387737 0.45996311 0.45647783 0.45336942 0.45059308 0.44811009
 0.44588685 0.4438941  0.44210628 0.44050096 0.43905842 0.43776127
 0.43659415 0.43554344 0.43459708 0.4337443  0.43297556 0.43228232
 0.43165696 0.43109267 0.43058335 0.43012353 0.42970832 0.4293333
 0.42899454]",2.81,yes
19,005011.77+184731.7,"Spectra(plate='6199', mjd='56220', fiber='0935')","Spectra(plate='7619', mjd='56900', fiber='0367')",12.036105,15.259237,2.3041484,2.3291545,0.79,1.89,0.8081,0.8486,"[8.49178304 4.45800936 3.11788893 2.45116511 2.05378137 1.79104796
 1.60523721 1.4674823  1.36174365 1.27839538 1.21131011 1.15640141
 1.11083892 1.07259987 1.04019999 1.01252534 0.98872349 0.96813097
 0.95022364 0.93458191 0.92086596 0.90879765 0.8981472  0.88872314
 0.88036474 0.87293609 0.86632159 0.86042234 0.85515329 0.85044096
 0.84622161 0.8424397  0.8390467  0.83600006 0.83326234 0.83080056
 0.82858556 0.82659149 0.82479544 0.82317701 0.82171807 0.82040241
 0.81921557 0.81814464 0.81717803 0.81630537 0.81551736 0.81480564
 0.81416273]","[8.91737049 4.68143391 3.27414991 2.57401152 2.15671188 1.88081092
 1.68568778 1.54102894 1.42999092 1.34246543 1.27201802 1.21435743
 1.16651146 1.12635596 1.09233228 1.06327064 1.0382759  1.01665134
 0.99784653 0.98142087 0.96701751 0.95434437 0.94316015 0.93326378
 0.92448647 0.91668551 0.90973951 0.9035446  0.89801148 0.89306299
 0.88863217 0.88466072 0.88109767 0.87789834 0.87502342 0.87243826
 0.87011224 0.86801824 0.86613217 0.86443264 0.86290057 0.86151897
 0.86027266 0.85914805 0.858133   0.8572166  0.8563891  0.85564171
 0.85496658]",1.05,yes
20,005419.98+002727.9,"Spectra(plate='7872', mjd='57279', fiber='0642')","Spectra(plate='9412', mjd='58096', fiber='0012')",11.74301,10.930785,8.301587,8.288601,0.93,0.28,0.294,0.2416,"[3.08944959 1.62189674 1.134339   0.89177397 0.74719926 0.65161255
 0.58401156 0.53389407 0.49542462 0.46510115 0.44069443 0.42071775
 0.40414137 0.39022938 0.37844177 0.36837328 0.35971378 0.35222189
 0.3457069  0.34001619 0.3350261  0.33063545 0.32676064 0.32333202
 0.32029109 0.31758843 0.31518197 0.31303572 0.31111876 0.30940433
 0.30786926 0.30649334 0.30525892 0.3041505  0.30315447 0.30225884
 0.30145298 0.30072751 0.30007407 0.29948526 0.29895448 0.29847582
 0.29804403 0.2976544  0.29730274 0.29698525 0.29669856 0.29643962
 0.29620572]","[2.538813   1.33282398 0.93216429 0.73283194 0.61402497 0.5354748
 0.47992242 0.43873744 0.40712445 0.38220557 0.3621489  0.34573268
 0.33211073 0.32067829 0.31099161 0.30271764 0.29560153 0.28944492
 0.28409112 0.27941466 0.27531396 0.27170587 0.26852167 0.26570414
 0.2632052  0.26098423 0.25900668 0.25724296 0.25566766 0.2542588
 0.25299733 0.25186664 0.25085222 0.24994136 0.24912286 0.24838685
 0.24772463 0.24712845 0.24659148 0.24610762 0.24567143 0.24527809
 0.24492326 0.24460308 0.24431408 0.24405318 0.24381759 0.24360481
 0.24341259]",0.82,yes
21,005419.98+002727.9,"Spectra(plate='7872', mjd='57279', fiber='0642')","Spectra(plate='9412', mjd='58096', fiber='0012')",11.74301,12.291253,8.601546,8.619956,0.96,0.36,0.2668,0.2995,"[2.80362296 1.47184371 1.02939335 0.80926971 0.67807062 0.59132731
 0.52998055 0.48449979 0.44958942 0.42207139 0.3999227  0.3817942
 0.36675142 0.35412653 0.34342947 0.33429249 0.32643414 0.31963537
 0.31372314 0.30855891 0.30403049 0.30004605 0.29652973 0.29341831
 0.29065872 0.2882061  0.28602227 0.28407459 0.28233498 0.28077917
 0.27938612 0.2781375  0.27701727 0.2760114  0.27510753 0.27429475
 0.27356345 0.2729051  0.27231212 0.27177778 0.2712961  0.27086173
 0.27046989 0.27011631 0.26979718 0.26950906 0.26924889 0.26901392
 0.26880165]","[3.14724542 1.65223834 1.15555963 0.90845681 0.76117748 0.66380258
 0.59493694 0.54388188 0.50469277 0.47380202 0.44893872 0.42858832
 0.41170184 0.39752959 0.38552147 0.37526462 0.36644312 0.35881107
 0.35217421 0.34637703 0.34129359 0.33682081 0.33287351 0.32938075
 0.32628293 0.32352971 0.32107823 0.31889183 0.316939   0.31519251
 0.31362872 0.31222706 0.31096954 0.30984039 0.30882573 0.30791334
 0.30709241 0.30635336 0.3056877  0.30508788 0.30454716 0.30405955
 0.30361968 0.30322277 0.30286452 0.30254109 0.30224904 0.30198526
 0.30174698]",1.12,yes
23,011146.34-033039.0,"Spectra(plate='7915', mjd='57309', fiber='0986')","Spectra(plate='9332', mjd='58072', fiber='0174')",10.634715,12.140006,3.3682249,3.3601055,0.88,1.28,0.6831,0.7224,"[7.17824155 3.76842742 2.63560194 2.07200951 1.73609461 1.51400181
 1.35693297 1.24048653 1.15110394 1.08064829 1.02394003 0.97752482
 0.93901011 0.90668602 0.87929788 0.85590405 0.83578396 0.81837677
 0.80323941 0.7900172  0.77842289 0.76822135 0.75921835 0.75125205
 0.74418655 0.73790699 0.73231565 0.72732892 0.7228749  0.7188915
 0.71532481 0.7121279  0.70925975 0.70668437 0.70437014 0.70228915
 0.70041677 0.69873116 0.69721292 0.69584484 0.69461157 0.69349942
 0.69249618 0.6915909  0.6907738  0.69003613 0.68937001 0.68876839
 0.68822492]","[7.591219   3.98523198 2.78723297 2.19121603 1.83597533 1.60110512
 1.43499982 1.311854   1.21732906 1.14281997 1.08284918 1.03376362
 0.99303309 0.95884933 0.9298855  0.90514578 0.88386815 0.86545949
 0.84945125 0.83546835 0.82320699 0.81241854 0.80289758 0.79447296
 0.78700097 0.78036014 0.77444712 0.76917349 0.76446323 0.76025065
 0.75647876 0.75309793 0.75006476 0.74734122 0.74489385 0.74269314
 0.74071304 0.73893044 0.73732486 0.73587808 0.73457385 0.73339772
 0.73233675 0.73137939 0.73051529 0.72973518 0.72903074 0.7283945
 0.72781977]",1.06,yes
24,012221.70-030004.6,"Spectra(plate='9334', mjd='57712', fiber='0592')","Spectra(plate='4352', mjd='55533', fiber='0442')",6.1296177,5.3431163,1.4827901,1.4587586,0.87,1.29,0.7602,0.7249,"[7.98843394 4.19376156 2.93307655 2.30587268 1.9320438  1.68488388
 1.51008702 1.38049752 1.28102651 1.20261869 1.13950989 1.0878559
 1.04499412 1.00902168 0.9785423  0.95250806 0.93011706 0.91074516
 0.89389928 0.87918471 0.86628177 0.85492881 0.84490967 0.83604422
 0.82818126 0.82119294 0.81497051 0.80942094 0.80446421 0.80003121
 0.79606196 0.79250422 0.78931234 0.78644628 0.78387085 0.78155499
 0.77947128 0.77759541 0.77590582 0.77438333 0.77301086 0.77177318
 0.7706567  0.76964925 0.76873993 0.767919   0.76717769 0.76650817
 0.76590336]","[7.61748983 3.99902362 2.79687871 2.19879914 1.84232906 1.60664604
 1.43996591 1.31639391 1.22154186 1.14677491 1.08659658 1.03734115
 0.99646966 0.96216761 0.93310354 0.90827821 0.88692694 0.86845458
 0.85239094 0.83835964 0.82605585 0.81523007 0.80567616 0.79722238
 0.78972454 0.78306072 0.77712723 0.77183536 0.7671088  0.76288164
 0.7590967  0.75570417 0.7526605  0.74992753 0.74747169 0.74526337
 0.74327641 0.74148765 0.73987651 0.73842472 0.73711598 0.73593578
 0.73487114 0.73391047 0.73304338 0.73226056 0.73155368 0.73091525
 0.73033853]",0.95,yes
25,012451.54+084742.5,"Spectra(plate='4552', mjd='55884', fiber='0408')","Spectra(plate='4556', mjd='55912', fiber='0836')",4.0364795,3.506428,1.3912472,1.3926998,0.87,0.93,0.6556,0.6036,"[6.88926242 3.61671939 2.5294988  1.98859528 1.66620352 1.45305166
 1.30230604 1.19054745 1.1047632  1.03714393 0.98271861 0.93817197
 0.90120777 0.87018497 0.84389941 0.82144736 0.80213726 0.78543085
 0.77090288 0.75821297 0.74708541 0.73729457 0.72865401 0.72100841
 0.71422735 0.70820059 0.70283434 0.69804836 0.69377366 0.68995062
 0.68652752 0.68345931 0.68070662 0.67823492 0.67601385 0.67401664
 0.67221964 0.67060188 0.66914477 0.66783177 0.66664814 0.66558077
 0.66461791 0.66374907 0.66296487 0.6622569  0.6616176  0.66104019
 0.66051861]","[6.34282916 3.3298533  2.32886741 1.83086655 1.53404583 1.33780046
 1.19901148 1.09611721 1.01713707 0.95488114 0.90477265 0.8637593
 0.82972698 0.80116481 0.77696413 0.7562929  0.73851442 0.7231331
 0.70975744 0.69807405 0.68782909 0.67881483 0.67085961 0.66382043
 0.65757723 0.65202849 0.64708787 0.6426815  0.63874585 0.63522604
 0.63207445 0.6292496  0.62671524 0.62443959 0.62239469 0.6205559
 0.61890143 0.61741198 0.61607044 0.61486158 0.61377184 0.61278913
 0.61190264 0.61110272 0.61038072 0.60972889 0.6091403  0.6086087
 0.60812848]",0.92,yes
26,013726.11+150453.9,"Spectra(plate='5130', mjd='55835', fiber='0453')","Spectra(plate='0426', mjd='51882', fiber='0416')",9.996823,8.474272,0.84599084,0.8358894,0.85,2.31,0.916,0.9009,"[9.62563206 5.0532565  3.53419906 2.77845222 2.32800858 2.0301942
 1.81957342 1.66342506 1.54356786 1.44909066 1.37304796 1.31080769
 1.25916156 1.21581671 1.1790907  1.14772084 1.1207409  1.0973988
 1.07710042 1.05937016 1.04382281 1.03014311 1.01807058 1.0073882
 0.99791375 0.9894932  0.98199551 0.97530858 0.96933599 0.96399446
 0.95921172 0.95492484 0.9510788  0.94762536 0.9445221  0.94173161
 0.93922085 0.93696053 0.93492466 0.93309014 0.93143639 0.92994506
 0.92859976 0.92738583 0.92629015 0.92530097 0.92440774 0.923601
 0.92287224]","[9.46695625 4.969955   3.47593879 2.73265022 2.28963202 1.99672703
 1.78957827 1.63600397 1.51812258 1.42520282 1.35041366 1.2891994
 1.23840464 1.19577432 1.15965372 1.12880099 1.1022658  1.07930849
 1.05934473 1.04190674 1.02661569 1.01316149 1.00128797 0.99078169
 0.98146342 0.97318169 0.96580759 0.95923089 0.95335676 0.94810328
 0.94339939 0.93918318 0.93540053 0.93200402 0.92895192 0.92620743
 0.92373806 0.921515   0.91951269 0.91770842 0.91608193 0.91461518
 0.91329206 0.91209814 0.91102052 0.91004765 0.90916915 0.9083757
 0.90765896]",0.98,yes
27,013727.60-015416.3,"Spectra(plate='7845', mjd='56980', fiber='0570')","Spectra(plate='9379', mjd='58081', fiber='0138')",8.207109,5.922058,2.1414251,2.1579585,0.72,1.01,0.738,0.637,"[7.75514898 4.07129181 2.84742238 2.23853465 1.87562263 1.63568048
 1.46598819 1.34018307 1.2436169  1.16749881 1.10623297 1.05608742
 1.01447732 0.97955538 0.94996608 0.92469212 0.902955   0.88414882
 0.86779488 0.85351002 0.84098388 0.82996246 0.8202359  0.81162935
 0.80399601 0.79721177 0.79117106 0.78578355 0.78097157 0.77666802
 0.77281469 0.76936084 0.76626218 0.76347982 0.76097959 0.75873137
 0.7567085  0.75488741 0.75324716 0.75176913 0.75043674 0.74923521
 0.74815134 0.7471733  0.74629054 0.74549358 0.74477393 0.74412395
 0.74353681]","[6.69380745 3.5141096  2.4577345  1.93217693 1.61893173 1.41182719
 1.26535837 1.15677048 1.07342001 1.00771916 0.95483794 0.91155513
 0.87563964 0.84549699 0.81995718 0.79814211 0.77937986 0.76314742
 0.74903163 0.73670174 0.72588988 0.71637681 0.7079814  0.70055271
 0.69396404 0.68810826 0.68289426 0.67824406 0.67409064 0.67037606
 0.66705007 0.66406891 0.66139432 0.65899274 0.65683469 0.65489415
 0.65314812 0.65157626 0.65016049 0.64888474 0.6477347  0.6466976
 0.64576206 0.64491788 0.64415593 0.64346803 0.64284687 0.64228585
 0.64177906]",0.86,yes
28,014206.86+025713.0,"Spectra(plate='7842', mjd='56899', fiber='0824')","Spectra(plate='9433', mjd='58131', fiber='0085')",10.173834,10.78603,4.0961156,4.0784926,0.94,0.97,0.598,0.6208,"[6.2839825  3.29896003 2.30726096 1.81388038 1.51981346 1.32538879
 1.18788745 1.0859478  1.00770041 0.94602207 0.89637847 0.85574563
 0.82202905 0.79373187 0.76975572 0.74927627 0.73166273 0.71642411
 0.70317255 0.69159755 0.68144764 0.67251701 0.6646356  0.65766173
 0.65147644 0.64597919 0.64108441 0.63671892 0.63281978 0.62933263
 0.62621027 0.62341163 0.62090079 0.61864625 0.61662032 0.61479859
 0.61315946 0.61168384 0.61035475 0.6091571  0.60807747 0.60710387
 0.60622561 0.60543311 0.60471781 0.60407203 0.6034889  0.60296223
 0.60248647]","[6.52357247 3.42473978 2.3952301  1.88303836 1.57775953 1.37592201
 1.23317814 1.12735183 1.0461211  0.98209114 0.93055478 0.88837272
 0.85337063 0.82399456 0.79910426 0.77784399 0.7595589  0.74373928
 0.72998247 0.71796615 0.70742926 0.69815813 0.68997622 0.68273645
 0.67631534 0.67060849 0.66552709 0.66099516 0.65694736 0.65332725
 0.65008585 0.6471805  0.64457393 0.64223343 0.64013026 0.63823907
 0.63653745 0.63500556 0.6336258  0.63238249 0.6312617  0.63025098
 0.62933923 0.62851651 0.62777394 0.62710354 0.62649817 0.62595142
 0.62545752]",1.04,yes
29,014345.09-040046.4,"Spectra(plate='9331', mjd='57711', fiber='0775')","Spectra(plate='7050', mjd='56573', fiber='0636')",10.3869705,13.100077,8.246555,8.366477,0.79,0.46,0.2,0.3657,"[2.10166639 1.10333111 0.77165918 0.60664896 0.50829882 0.44327384
 0.39728677 0.36319324 0.33702355 0.31639534 0.29979213 0.28620255
 0.2749261  0.26546216 0.25744338 0.25059407 0.24470325 0.23960673
 0.23517476 0.23130353 0.22790891 0.22492208 0.22228615 0.21995375
 0.2178851  0.21604655 0.2144095  0.21294947 0.21164541 0.21047914
 0.20943487 0.20849887 0.20765913 0.2069051  0.20622753 0.20561826
 0.20507005 0.20457653 0.20413202 0.20373147 0.20337039 0.20304477
 0.20275104 0.20248599 0.20224676 0.20203078 0.20183575 0.20165961
 0.20150049]","[3.84289699 2.01744094 1.41097882 1.10925762 0.92942439 0.81052622
 0.72643886 0.66409885 0.61624756 0.57852888 0.54816991 0.52332137
 0.50270238 0.48539757 0.47073523 0.45821126 0.4474399  0.4381209
 0.43001706 0.4229385  0.41673144 0.41127002 0.40645023 0.40218544
 0.3984029  0.39504112 0.39204777 0.38937811 0.38699364 0.38486111
 0.38295167 0.38124019 0.37970471 0.37832597 0.37708704 0.37597298
 0.3749706  0.37406819 0.3732554  0.372523   0.37186276 0.37126737
 0.37073028 0.37024563 0.3698082  0.36941328 0.36905667 0.36873459
 0.36844365]",1.83,yes
