Unnamed: 0,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig
244,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.705499,2.0865755,2.2585206,0.73,0.77,0.3677,0.5388,"[3.86391366 2.02847425 1.41869541 1.11532411 0.93450737 0.81495896
 0.73041173 0.66773078 0.6196178  0.58169284 0.55116783 0.52618339
 0.50545164 0.48805219 0.47330966 0.4607172  0.44988693 0.44051696
 0.43236881 0.42525154 0.41901053 0.41351924 0.40867309 0.40438498
 0.40058175 0.39720158 0.39419187 0.3915076  0.38911009 0.3869659
 0.38504602 0.38332518 0.3817813  0.38039503 0.37914932 0.37802916
 0.3770213  0.37611396 0.37529672 0.37456031 0.37389646 0.37329782
 0.37275779 0.37227049 0.37183067 0.37143359 0.37107503 0.37075119
 0.37045865]","[5.66188925 2.97237402 2.07884984 1.63431229 1.36935701 1.19417973
 1.07029057 0.9784426  0.90794144 0.85236905 0.80764    0.77102968
 0.74065092 0.71515507 0.69355247 0.67510043 0.65923056 0.64550052
 0.63356082 0.62313171 0.61398661 0.60594007 0.5988389  0.59255541
 0.58698245 0.58202941 0.57761919 0.57368587 0.57017274 0.5670308
 0.56421755 0.56169597 0.55943369 0.55740234 0.55557697 0.55393558
 0.55245873 0.55112919 0.54993167 0.54885259 0.54787983 0.54700262
 0.5462113  0.54549726 0.54485277 0.54427092 0.54374552 0.54327098
 0.54284232]",1.47,yes
245,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.7175813,2.1557918,2.206045,0.73,0.77,0.3619,0.5358,"[3.80296533 1.99647765 1.39631729 1.09773129 0.91976671 0.80210402
 0.71889042 0.65719818 0.60984411 0.57251737 0.54247386 0.51788352
 0.49747879 0.48035378 0.4658438  0.45344997 0.44279054 0.43356837
 0.42554874 0.41854373 0.41240117 0.4069965  0.40222679 0.39800632
 0.39426308 0.39093623 0.38797399 0.38533207 0.38297237 0.380862
 0.3789724  0.37727871 0.37575919 0.37439478 0.37316872 0.37206623
 0.37107426 0.37018124 0.36937689 0.3686521  0.36799872 0.36740952
 0.36687801 0.3663984  0.36596551 0.3655747  0.36522179 0.36490306
 0.36461514]","[5.63036426 2.95582405 2.06727495 1.62521255 1.36173253 1.18753063
 1.06433126 0.9729947  0.90288609 0.84762312 0.80314312 0.76673664
 0.73652703 0.71117314 0.68969082 0.67134151 0.65556001 0.64190642
 0.6300332  0.61966215 0.61056797 0.60256624 0.5955046  0.58925611
 0.58371418 0.57878871 0.57440305 0.57049163 0.56699806 0.56387361
 0.56107603 0.55856848 0.5563188  0.55429876 0.55248356 0.55085131
 0.54938268 0.54806054 0.54686969 0.54579661 0.54482928 0.54395695
 0.54317003 0.54245997 0.54181907 0.54124046 0.54071798 0.54024609
 0.53981981]",1.48,yes
246,140554.87+530323.5,"Spectra(plate='7339', mjd='56683', fiber='0520')","Spectra(plate='7339', mjd='57901', fiber='0520')",3.432001,4.075276,1.9936479,1.9956317,0.84,0.71,0.4172,0.5092,"[4.38407609 2.3015487  1.60968106 1.26546972 1.06031133 0.92466924
 0.82874021 0.75762111 0.70303113 0.66000068 0.62536639 0.59701852
 0.57349585 0.55375407 0.5370269  0.52273923 0.51045098 0.49981963
 0.49057456 0.48249916 0.47541799 0.46918745 0.46368891 0.45882353
 0.45450831 0.4506731  0.44725822 0.4442126  0.44149233 0.43905948
 0.43688115 0.43492865 0.43317694 0.43160404 0.43019063 0.42891968
 0.42777613 0.42674665 0.4258194  0.42498385 0.42423064 0.4235514
 0.42293867 0.42238577 0.42188674 0.42143621 0.42102938 0.42066194
 0.42033002]","[5.35084263 2.80908101 1.96464428 1.54452824 1.29412879 1.1285752
 1.01149212 0.92469    0.85806196 0.80554254 0.76327077 0.7286717
 0.69996186 0.67586667 0.65545085 0.6380125  0.62301448 0.61003872
 0.59875495 0.58889878 0.58025609 0.57265161 0.56594054 0.56000226
 0.55473546 0.55005452 0.54588659 0.54216935 0.53884922 0.53587989
 0.53322119 0.53083813 0.52870014 0.52678038 0.5250553  0.52350408
 0.52210836 0.52085186 0.51972013 0.51870033 0.51778102 0.51695199
 0.51620415 0.51552933 0.51492025 0.51437037 0.51387382 0.51342536
 0.51302025]",1.22,yes
247,140600.95+072518.4,"Spectra(plate='5452', mjd='55957', fiber='0402')","Spectra(plate='1824', mjd='53491', fiber='0403')",11.316146,9.857477,8.819999,8.721431,0.87,0.12,0.225,0.1103,"[2.36437469 1.2412475  0.86811658 0.68248008 0.57183617 0.49868307
 0.44694762 0.4085924  0.37915149 0.35594476 0.33726615 0.32197787
 0.30929187 0.29864493 0.28962381 0.28191833 0.27529116 0.26955757
 0.26457161 0.26021647 0.25639753 0.25303734 0.25007192 0.24744797
 0.24512074 0.24305237 0.24121069 0.23956815 0.23810109 0.23678903
 0.23561423 0.23456123 0.23361652 0.23276824 0.23200597 0.23132054
 0.23070381 0.2301486  0.22964853 0.22919791 0.22879169 0.22842537
 0.22809492 0.22779674 0.2275276  0.22728463 0.22706522 0.22686706
 0.22668805]","[1.15906901 0.60848711 0.42557004 0.3345669  0.2803268  0.24446552
 0.21910366 0.20030107 0.18586849 0.17449203 0.16533536 0.15784071
 0.15162175 0.14640238 0.14198003 0.13820263 0.13495384 0.13214311
 0.12969888 0.1275639  0.12569176 0.12404453 0.12259081 0.1213045
 0.12016363 0.11914967 0.11824684 0.11744163 0.11672244 0.11607925
 0.11550333 0.11498713 0.11452401 0.11410816 0.11373448 0.11339847
 0.11309614 0.11282396 0.11257881 0.11235791 0.11215877 0.11197919
 0.1118172  0.11167102 0.11153909 0.11141998 0.11131242 0.11121527
 0.11112752]",0.49,yes
248,140832.92+204613.8,"Spectra(plate='5896', mjd='56047', fiber='0448')","Spectra(plate='2771', mjd='54527', fiber='0506')",5.1803484,7.0966644,2.2859955,2.2133307,0.73,1.15,0.5657,0.6829,"[5.94456338 3.12077205 2.182638   1.71590657 1.4377232  1.25380007
 1.12372564 1.02729209 0.95327111 0.89492422 0.84796204 0.80952392
 0.77762849 0.75085973 0.72817861 0.70880533 0.69214315 0.67772762
 0.66519182 0.65424203 0.64464036 0.63619209 0.62873638 0.62213919
 0.616288   0.61108767 0.60645727 0.60232758 0.59863905 0.59534025
 0.59238654 0.58973906 0.58736384 0.58523107 0.58331457 0.58159124
 0.58004065 0.57864473 0.57738743 0.57625447 0.57523315 0.57431214
 0.57348132 0.57273162 0.57205496 0.57144406 0.57089242 0.5703942
 0.56994414]","[7.17613989 3.76732409 2.63483028 2.07140286 1.73558631 1.51355854
 1.35653569 1.24012333 1.15076691 1.08033189 1.02364023 0.97723861
 0.93873518 0.90642056 0.87904043 0.85565345 0.83553926 0.81813716
 0.80300423 0.7897859  0.77819498 0.76799643 0.75899607 0.75103209
 0.74396867 0.73769095 0.73210124 0.72711597 0.72266326 0.71868102
 0.71511538 0.7119194  0.70905209 0.70647746 0.70416391 0.70208354
 0.7002117  0.69852658 0.69700879 0.69564111 0.6944082  0.69329638
 0.69229342 0.69138841 0.69057156 0.6898341  0.68916818 0.68856673
 0.68802342]",1.21,yes
249,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,16.710835,13.852476,13.867254,0.98,0.19,0.19,0.1706,"[1.99658307 1.04816456 0.73307622 0.57631651 0.48288388 0.42111015
 0.37742243 0.34503358 0.32017237 0.30057557 0.28480253 0.27189242
 0.2611798  0.25218906 0.24457121 0.23806437 0.23246809 0.22762639
 0.22341603 0.21973835 0.21651347 0.21367597 0.21117185 0.20895607
 0.20699084 0.20524422 0.20368903 0.202302   0.20106314 0.19995518
 0.19896313 0.19807393 0.19727617 0.19655984 0.19591616 0.19533734
 0.19481655 0.19434771 0.19392542 0.1935449  0.19320187 0.19289253
 0.19261349 0.19236169 0.19213442 0.19192924 0.19174396 0.19157663
 0.19142547]","[1.79272143 0.94114144 0.65822528 0.51747156 0.43357889 0.37811259
 0.33888562 0.30980384 0.28748109 0.26988523 0.25572269 0.24413078
 0.23451197 0.22643923 0.21959921 0.21375674 0.20873187 0.20438454
 0.20060407 0.19730191 0.1944063  0.19185853 0.18961009 0.18762055
 0.18585599 0.18428771 0.1828913  0.1816459  0.18053354 0.17953871
 0.17864795 0.17784954 0.17713323 0.17649005 0.17591208 0.17539237
 0.17492476 0.17450378 0.17412462 0.17378295 0.17347494 0.17319719
 0.17294664 0.17272055 0.17251649 0.17233226 0.1721659  0.17201565
 0.17187992]",0.9,yes
250,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,17.083101,15.426359,15.5808525,1.0,0.1,0.0942,0.0927,"[0.98988487 0.51966895 0.36345148 0.28573166 0.23940874 0.20878198
 0.18712207 0.17106402 0.15873809 0.14902221 0.14120209 0.1348014
 0.1294902  0.12503268 0.12125583 0.11802981 0.11525523 0.11285477
 0.11076731 0.10894396 0.1073451  0.1059383  0.10469678 0.10359822
 0.10262388 0.10175793 0.10098687 0.1002992  0.09968499 0.09913567
 0.09864383 0.09820297 0.09780745 0.0974523  0.09713317 0.0968462
 0.096588   0.09635555 0.09614618 0.09595752 0.09578745 0.09563409
 0.09549574 0.0953709  0.09525822 0.0951565  0.09506464 0.09498168
 0.09490673]","[0.97412237 0.51139397 0.35766403 0.28118179 0.2355965  0.20545743
 0.18414242 0.16834007 0.15621042 0.14664924 0.13895365 0.13265488
 0.12742825 0.12304171 0.11932501 0.11615035 0.11341996 0.11105772
 0.1090035  0.10720919 0.10563578 0.10425138 0.10302963 0.10194857
 0.10098974 0.10013758 0.0993788  0.09870208 0.09809765 0.09755708
 0.09707306 0.09663923 0.09625001 0.09590051 0.09558646 0.09530406
 0.09504997 0.09482122 0.09461519 0.09442954 0.09426218 0.09411125
 0.09397511 0.09385226 0.09374137 0.09364127 0.09355087 0.09346923
 0.09339548]",0.98,yes
251,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,16.619074,15.426359,15.440957,0.97,0.07,0.0982,0.0715,"[1.0319182  0.54173558 0.37888466 0.29786464 0.24957472 0.21764746
 0.19506781 0.17832788 0.16547856 0.15535011 0.14719794 0.14052545
 0.13498872 0.13034192 0.1264047  0.12304169 0.1201493  0.1176469
 0.11547081 0.11357003 0.11190328 0.11043674 0.1091425  0.10799729
 0.10698158 0.10607886 0.10527506 0.10455819 0.1039179  0.10334526
 0.10283252 0.10237295 0.10196063 0.1015904  0.10125772 0.10095856
 0.1006894  0.10044708 0.10022882 0.10003215 0.09985486 0.09969498
 0.09955076 0.09942062 0.09930316 0.09919711 0.09910135 0.09901487
 0.09893674]","[0.75134573 0.39444087 0.27586816 0.216877   0.18171683 0.1584704
 0.14203002 0.12984158 0.12048592 0.11311133 0.10717569 0.10231741
 0.09828608 0.09490272 0.09203601 0.08958738 0.08748141 0.0856594
 0.08407498 0.08269101 0.08147744 0.08040964 0.0794673  0.07863347
 0.07789392 0.07723664 0.0766514  0.07612944 0.07566323 0.07524629
 0.07487297 0.07453835 0.07423814 0.07396857 0.07372634 0.07350853
 0.07331254 0.07313611 0.0729772  0.072834   0.07270491 0.07258851
 0.0724835  0.07238874 0.07230322 0.072226   0.07215628 0.07209331
 0.07203643]",0.73,yes
252,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.768175,13.009282,13.028477,0.92,0.19,0.2391,0.1743,"[2.51254217 1.31903235 0.92251855 0.72524883 0.60767124 0.52993388
 0.47495634 0.43419752 0.40291165 0.37825063 0.35840149 0.34215515
 0.32867416 0.31736002 0.30777356 0.29958521 0.29254274 0.28644984
 0.28115143 0.27652337 0.2724651  0.26889434 0.2657431  0.26295471
 0.26048163 0.25828365 0.25632656 0.25458109 0.25302209 0.25162781
 0.25037939 0.2492604  0.24825649 0.24735505 0.24654501 0.24581663
 0.24516125 0.24457125 0.24403983 0.24356097 0.2431293  0.24274003
 0.24238887 0.242072   0.241786   0.2415278  0.24129464 0.24108406
 0.24089384]","[1.83160226 0.96155307 0.67250098 0.52869457 0.44298242 0.38631315
 0.34623542 0.31652291 0.29371602 0.27573854 0.26126884 0.24942552
 0.2395981  0.23135028 0.22436191 0.21839273 0.21325888 0.20881726
 0.20495481 0.20158103 0.19862262 0.19601959 0.19372238 0.1916897
 0.18988686 0.18828457 0.18685788 0.18558546 0.18444898 0.18343257
 0.18252249 0.18170677 0.18097493 0.18031779 0.17972729 0.17919631
 0.17871855 0.17828845 0.17790106 0.17755198 0.1772373  0.17695352
 0.17669753 0.17646654 0.17625805 0.17606982 0.17589986 0.17574635
 0.17560768]",0.73,yes
253,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,18.951937,15.426359,15.428457,0.9,0.21,0.0982,0.1858,"[1.0319182  0.54173558 0.37888466 0.29786464 0.24957472 0.21764746
 0.19506781 0.17832788 0.16547856 0.15535011 0.14719794 0.14052545
 0.13498872 0.13034192 0.1264047  0.12304169 0.1201493  0.1176469
 0.11547081 0.11357003 0.11190328 0.11043674 0.1091425  0.10799729
 0.10698158 0.10607886 0.10527506 0.10455819 0.1039179  0.10334526
 0.10283252 0.10237295 0.10196063 0.1015904  0.10125772 0.10095856
 0.1006894  0.10044708 0.10022882 0.10003215 0.09985486 0.09969498
 0.09955076 0.09942062 0.09930316 0.09919711 0.09910135 0.09901487
 0.09893674]","[1.95244808 1.0249946  0.71687138 0.56357688 0.4722096  0.4118014
 0.36907941 0.33740652 0.31309488 0.29393127 0.27850689 0.26588217
 0.25540635 0.24661435 0.2391649  0.23280189 0.22732932 0.22259465
 0.21847736 0.21488098 0.21172738 0.20895261 0.20650384 0.20433704
 0.20241526 0.20070725 0.19918643 0.19783006 0.19661859 0.19553512
 0.194565   0.19369545 0.19291533 0.19221484 0.19158538 0.19101936
 0.19051008 0.1900516  0.18963865 0.18926654 0.18893109 0.18862859
 0.18835572 0.18810948 0.18788724 0.18768659 0.18750541 0.18734178
 0.18719396]",1.89,yes
254,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,16.278032,14.313696,14.358685,0.95,0.13,0.1619,0.1191,"[1.70129894 0.89314654 0.62465811 0.49108233 0.41146789 0.35883018
 0.32160364 0.29400493 0.27282056 0.25612203 0.24268173 0.23168097
 0.22255268 0.21489162 0.20840042 0.2028559  0.19808728 0.19396164
 0.19037397 0.18724021 0.18449226 0.18207442 0.17994064 0.17805256
 0.17637799 0.17488968 0.17356449 0.1723826  0.17132696 0.17038286
 0.16953753 0.16877984 0.16810006 0.16748968 0.16694119 0.16644798
 0.16600421 0.16560471 0.16524487 0.16492063 0.16462833 0.16436474
 0.16412697 0.16391241 0.16371875 0.16354392 0.16338604 0.16324345
 0.16311465]","[1.25154233 0.65703368 0.45952304 0.36125945 0.30269195 0.26396957
 0.23658427 0.21628158 0.20069752 0.18841343 0.17852621 0.17043362
 0.16371849 0.15808272 0.15330753 0.14922877 0.14572079 0.1426858
 0.14004657 0.13774125 0.13571976 0.1339411  0.1323714  0.13098246
 0.12975058 0.12865572 0.12768086 0.12681141 0.12603484 0.12534033
 0.12471847 0.12416108 0.12366101 0.12321199 0.1228085  0.12244567
 0.12211922 0.12182533 0.12156062 0.12132209 0.12110707 0.12091316
 0.12073824 0.12058041 0.12043794 0.12030933 0.12019319 0.1200883
 0.11999354]",0.74,yes
255,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.52331,13.128186,13.154079,0.91,0.17,0.2321,0.1535,"[2.43898384 1.28041576 0.89551048 0.70401611 0.58988078 0.51441929
 0.4610513  0.42148576 0.39111583 0.36717679 0.34790877 0.33213806
 0.31905174 0.30806884 0.29876305 0.29081442 0.28397812 0.2780636
 0.27292031 0.26842774 0.26448829 0.26102207 0.25796308 0.25525633
 0.25285566 0.25072202 0.24882223 0.24712786 0.2456145  0.24426104
 0.24304917 0.24196294 0.24098842 0.24011337 0.23932705 0.23861999
 0.2379838  0.23741107 0.23689521 0.23643037 0.23601134 0.23563346
 0.23529258 0.23498499 0.23470736 0.23445672 0.23423039 0.23402597
 0.23384132]","[1.61302895 0.84680663 0.59224842 0.46560307 0.39011934 0.34021267
 0.3049176  0.27875081 0.25866557 0.24283342 0.23009046 0.21966046
 0.21100578 0.20374221 0.1975878  0.19233095 0.18780975 0.18389816
 0.18049663 0.17752546 0.17492009 0.17262769 0.17060462 0.16881451
 0.16722681 0.16581573 0.16455929 0.16343872 0.16243785 0.16154274
 0.16074127 0.16002289 0.15937838 0.15879966 0.15827963 0.15781201
 0.15739127 0.15701249 0.15667133 0.1563639  0.15608678 0.15583686
 0.15561142 0.155408   0.15522439 0.15505862 0.15490894 0.15477375
 0.15465163]",0.66,yes
256,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.644941,13.354942,13.527513,0.91,0.15,0.2145,0.1409,"[2.2540372  1.18332262 0.82760447 0.65063101 0.54515048 0.4754112
 0.42609006 0.38952475 0.36145776 0.339334   0.32152706 0.30695224
 0.29485825 0.28470817 0.27610803 0.26876214 0.26244424 0.25697821
 0.25222494 0.24807303 0.24443231 0.24122893 0.2384019  0.2359004
 0.23368177 0.23170993 0.22995419 0.22838831 0.2269897  0.22573888
 0.2246189  0.22361504 0.22271441 0.22190572 0.22117903 0.22052558
 0.21993763 0.21940833 0.21893159 0.218502   0.21811474 0.21776552
 0.21745049 0.21716622 0.21690965 0.21667801 0.21646884 0.21627993
 0.21610928]","[1.48062397 0.77729677 0.54363389 0.42738419 0.35809652 0.31228642
 0.27988853 0.25586964 0.23743309 0.22290052 0.21120356 0.2016297
 0.19368544 0.18701809 0.18136886 0.17654352 0.17239344 0.16880294
 0.16568062 0.16295334 0.16056183 0.1584576  0.15660059 0.15495742
 0.15350005 0.15220479 0.15105149 0.1500229  0.14910419 0.14828255
 0.14754687 0.14688746 0.14629585 0.14576464 0.1452873  0.14485806
 0.14447185 0.14412417 0.14381101 0.14352882 0.14327444 0.14304504
 0.14283811 0.14265138 0.14248284 0.14233068 0.14219329 0.14206919
 0.1419571 ]",0.66,yes
257,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.446633,13.354942,13.466146,0.9,0.14,0.2163,0.1318,"[2.2729522  1.1932526  0.83454941 0.65609085 0.54972517 0.47940066
 0.42966564 0.39279349 0.36449097 0.34218156 0.32422519 0.30952806
 0.29733258 0.28709733 0.27842502 0.27101749 0.26464657 0.25913467
 0.25434151 0.25015477 0.24648349 0.24325323 0.24040247 0.23787999
 0.23564273 0.23365434 0.23188387 0.23030485 0.22889451 0.22763319
 0.22650382 0.22549153 0.22458335 0.22376787 0.22303508 0.22237614
 0.22178326 0.22124952 0.22076878 0.22033559 0.21994508 0.21959292
 0.21927525 0.2189886  0.21872987 0.21849629 0.21828537 0.21809487
 0.21792278]","[1.38499815 0.7270952  0.5085234  0.39978166 0.33496892 0.29211746
 0.26181198 0.23934435 0.22209852 0.20850453 0.19756301 0.18860748
 0.1811763  0.17493957 0.16965519 0.16514149 0.16125944 0.15790083
 0.15498017 0.15242903 0.15019197 0.14822365 0.14648657 0.14494952
 0.14358628 0.14237468 0.14129586 0.1403337  0.13947433 0.13870575
 0.13801758 0.13740076 0.13684736 0.13635046 0.13590394 0.13550243
 0.13514117 0.13481594 0.134523   0.13425904 0.13402109 0.13380651
 0.13361293 0.13343827 0.13328061 0.13313828 0.13300976 0.13289368
 0.13278882]",0.61,yes
258,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.851126,14.97746,14.932034,0.93,0.06,0.1257,0.0562,"[1.32089733 0.6934436  0.4849878  0.38127887 0.31946581 0.27859761
 0.24969474 0.22826695 0.2118193  0.19885447 0.18841935 0.1798783
 0.17279106 0.16684297 0.16180317 0.15749837 0.15379599 0.15059283
 0.14780734 0.14537427 0.14324075 0.14136353 0.13970685 0.13824093
 0.13694078 0.13578526 0.13475637 0.13383874 0.13301914 0.13228614
 0.13162982 0.13104154 0.13051376 0.13003986 0.129614   0.12923107
 0.12888653 0.12857635 0.12829698 0.12804523 0.12781829 0.12761364
 0.12742903 0.12726244 0.12711209 0.12697635 0.12685377 0.12674306
 0.12664306]","[0.59056826 0.31003604 0.21683623 0.17046836 0.14283197 0.12455995
 0.11163758 0.1020573  0.09470362 0.08890709 0.08424159 0.08042292
 0.07725424 0.07459487 0.07234159 0.07041693 0.06876161 0.06732949
 0.06608411 0.06499629 0.0640424  0.0632031  0.06246241 0.061807
 0.06122571 0.06070908 0.06024907 0.0598388  0.05947236 0.05914464
 0.0588512  0.05858818 0.05835221 0.05814033 0.05794994 0.05777873
 0.05762469 0.05748601 0.0573611  0.05724854 0.05714708 0.05705558
 0.05697304 0.05689856 0.05683134 0.05677065 0.05671585 0.05666635
 0.05662164]",0.45,yes
259,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.372984,13.354942,13.49381,0.9,0.14,0.2157,0.127,"[2.2666472  1.18994261 0.83223443 0.6542709  0.54820027 0.47807084
 0.42847378 0.39170391 0.3634799  0.34123238 0.32332581 0.30866945
 0.2965078  0.28630094 0.27765269 0.2702657  0.26391246 0.25841585
 0.25363598 0.24946086 0.24579976 0.24257846 0.23973562 0.23722012
 0.23498908 0.2330062  0.23124065 0.229666   0.22825958 0.22700175
 0.22587551 0.22486604 0.22396037 0.22314715 0.22241639 0.22175929
 0.22116805 0.22063579 0.22015639 0.21972439 0.21933497 0.21898379
 0.218667   0.21838114 0.21812313 0.2178902  0.21767986 0.21748989
 0.21731828]","[1.33455816 0.70061526 0.49000358 0.38522209 0.32276975 0.28147889
 0.2522771  0.23062771 0.21400995 0.20091104 0.190368   0.18173862
 0.17457808 0.16856847 0.16347655 0.15912723 0.15538657 0.15215027
 0.14933598 0.14687774 0.14472216 0.14282552 0.14115171 0.13967063
 0.13835704 0.13718956 0.13615003 0.13522291 0.13439484 0.13365425
 0.13299115 0.13239678 0.13186355 0.13138474 0.13095448 0.13056759
 0.13021948 0.1299061  0.12962383 0.12936948 0.1291402  0.12893343
 0.12874691 0.1285786  0.12842669 0.12828955 0.1281657  0.12805385
 0.12795281]",0.59,yes
260,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,15.647024,13.128186,13.26181,0.91,0.17,0.2286,0.1564,"[2.40220468 1.26110746 0.88200645 0.69339976 0.58098555 0.506662
 0.45409878 0.41512988 0.38521792 0.36163988 0.34266241 0.32712952
 0.31424054 0.30342325 0.29425779 0.28642902 0.27969582 0.27387049
 0.26880476 0.26437993 0.26049989 0.25708593 0.25407307 0.25140714
 0.24904267 0.24694121 0.24507006 0.24340124 0.24191071 0.24057766
 0.23938406 0.23831421 0.23735438 0.23649253 0.23571807 0.23502167
 0.23439507 0.23383098 0.2333229  0.23286507 0.23245236 0.23208018
 0.23174444 0.23144149 0.23116805 0.23092118 0.23069826 0.23049693
 0.23031506]","[1.64350312 0.86280493 0.60343748 0.47439948 0.39748967 0.34664015
 0.31067826 0.28401712 0.26355242 0.24742116 0.23443745 0.2238104
 0.21499221 0.20759141 0.20132073 0.19596456 0.19135794 0.18737246
 0.18390667 0.18087936 0.17822477 0.17588906 0.17382777 0.17200384
 0.17038615 0.1689484  0.16766823 0.16652649 0.16550671 0.16459469
 0.16377807 0.16304612 0.16238944 0.16179979 0.16126993 0.16079348
 0.16036478 0.15997885 0.15963124 0.15931801 0.15903565 0.15878101
 0.15855131 0.15834404 0.15815697 0.15798807 0.15783556 0.15769781
 0.15757338]",0.68,yes
261,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,13.7127285,12.842907,12.790834,0.8,0.07,0.2514,0.0658,"[2.64179465 1.38688721 0.96997559 0.76255774 0.63893161 0.55719522
 0.49938947 0.45653391 0.4236386  0.39770894 0.37683871 0.35975661
 0.34558211 0.33368594 0.32360633 0.31499675 0.30759199 0.30118565
 0.29561468 0.29074854 0.2864815  0.28272705 0.27941369 0.27648187
 0.27388157 0.27157051 0.26951274 0.26767748 0.26603828 0.26457228
 0.26325964 0.26208308 0.26102752 0.26007971 0.25922801 0.25846215
 0.25777306 0.2571527  0.25659395 0.25609046 0.25563658 0.25522728
 0.25485806 0.25452489 0.25422418 0.25395269 0.25370754 0.25348613
 0.25328612]","[0.69144824 0.36299594 0.25387587 0.19958751 0.16723031 0.14583709
 0.13070735 0.11949058 0.11088075 0.10409407 0.09863161 0.09416064
 0.09045069 0.08733705 0.08469887 0.08244545 0.08050737 0.07883061
 0.0773725  0.07609886 0.07498203 0.07399936 0.07313214 0.07236479
 0.0716842  0.07107932 0.07054073 0.07006038 0.06963134 0.06924764
 0.06890407 0.06859613 0.06831985 0.06807178 0.06784886 0.06764841
 0.06746805 0.06730568 0.06715944 0.06702765 0.06690886 0.06680173
 0.06670509 0.06661789 0.06653918 0.06646813 0.06640396 0.06634601
 0.06629366]",0.26,yes
262,141007.73+541203.4,"Spectra(plate='7339', mjd='56795', fiber='0583')","Spectra(plate='7340', mjd='57185', fiber='0581')",17.111023,16.26704,13.354942,13.366463,0.95,0.2,0.2192,0.1787,"[2.30342636 1.2092509  0.84573846 0.66488726 0.5570955  0.48582813
 0.4354263  0.3980598  0.36937781 0.34676929 0.32857218 0.313678
 0.30131901 0.29094653 0.28215795 0.2746511  0.26819476 0.26260897
 0.25775154 0.25350867 0.24978817 0.2465146  0.24362562 0.24106931
 0.23880207 0.23678702 0.23499281 0.23339262 0.23196337 0.23068514
 0.22954062 0.22851477 0.2275944  0.22676799 0.22602537 0.22535761
 0.22475678 0.22421588 0.2237287  0.22328969 0.22289395 0.22253707
 0.22221514 0.22192464 0.22166245 0.22142574 0.22121198 0.22101893
 0.22084454]","[1.87783892 0.98582635 0.68947748 0.54204084 0.45416499 0.39606518
 0.35497573 0.32451316 0.30113054 0.28269924 0.26786427 0.25572198
 0.24564647 0.23719044 0.23002566 0.2239058  0.21864236 0.21408861
 0.21012865 0.2066697  0.20363661 0.20096788 0.19861268 0.19652868
 0.19468034 0.19303759 0.19157489 0.19027035 0.18910518 0.18806311
 0.18713006 0.18629374 0.18554343 0.18486971 0.1842643  0.18371991
 0.18323009 0.18278913 0.18239196 0.18203407 0.18171144 0.18142051
 0.18115805 0.18092123 0.18070748 0.1805145  0.18034024 0.18018286
 0.18004069]",0.82,yes
