,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig,t_t_plot
10,002839.46+192918.2,"Spectra(plate='7590', mjd='56944', fiber='0908')","Spectra(plate='6180', mjd='56301', fiber='0011')",2.4708085,1.1777744,0.45901203,0.31792805,0.48,1.11,0.8422,0.6689,"[8.85011716 4.64612732 3.24945682 2.55459876 2.14044632 1.86662615
 1.6729746  1.52940675 1.41920617 1.33234078 1.26242467 1.20519895
 1.15771382 1.11786117 1.08409409 1.05525163 1.0304454  1.00898392
 0.99032093 0.97401916 0.95972443 0.94714686 0.93604699 0.92622526
 0.91751415 0.90977202 0.90287841 0.89673022 0.89123883 0.88632766
 0.88193025 0.87798876 0.87445258 0.87127738 0.86842414 0.86585848
 0.86355    0.86147179 0.85959995 0.85791323 0.85639272 0.85502154
 0.85378463 0.8526685  0.8516611  0.85075162 0.84993035 0.84918861
 0.84851856]","[7.02902324 3.69009091 2.58081414 2.02893743 1.70000539 1.48252937
 1.32872561 1.21469981 1.12717526 1.05818422 1.00265478 0.95720444
 0.91949036 0.88783821 0.8610194  0.83811187 0.81841003 0.80136469
 0.786542   0.77359465 0.76224135 0.75225188 0.74343604 0.73563533
 0.72871671 0.72256769 0.71709257 0.7122095  0.70784808 0.70394748
 0.70045494 0.69732448 0.69451595 0.69199411 0.68972798 0.68769026
 0.6858568  0.68420622 0.68271955 0.68137991 0.68017227 0.67908324
 0.67810085 0.67721439 0.67641428 0.67569194 0.67503967 0.67445056
 0.67391839]",0.79,yes,0.93
11,150803.52+081613.9,"Spectra(plate='5487', mjd='55982', fiber='0494')","Spectra(plate='1816', mjd='53919', fiber='0441')",4.1876583,8.63685,2.6436906,2.3187532,0.48,1.25,0.4078,0.7129,"[4.28529777 2.24969214 1.57341307 1.23695722 1.03642129 0.90383537
 0.81006773 0.74055102 0.68719102 0.6451301  0.61127616 0.583567
 0.56057433 0.54127735 0.52492706 0.51096131 0.49894993 0.48855811
 0.47952135 0.47162789 0.46470627 0.45861611 0.45324147 0.44848571
 0.44426771 0.44051892 0.43718097 0.43420397 0.431545   0.42916697
 0.42703771 0.4251292  0.42341696 0.4218795  0.42049794 0.41925562
 0.41813784 0.41713155 0.41622519 0.41540847 0.41467223 0.41400829
 0.41340937 0.41286893 0.41238114 0.41194076 0.4115431  0.41118394
 0.4108595 ]","[7.49138984 3.93282375 2.75057916 2.1624002  1.81183113 1.58004961
 1.4161287  1.29460232 1.20132044 1.12779119 1.06860905 1.020169
 0.9799741  0.94623988 0.91765694 0.89324256 0.87224474 0.85407817
 0.83828045 0.82448143 0.81238131 0.80173474 0.79233899 0.78402516
 0.77665143 0.77009793 0.76426266 0.75905839 0.75441007 0.75025289
 0.74653061 0.74319424 0.74020096 0.73751323 0.73509804 0.73292627
 0.73097221 0.72921306 0.72762859 0.72620083 0.72491376 0.7237531
 0.72270608 0.72176131 0.72090857 0.72013872 0.71944354 0.71881567
 0.7182485 ]",1.75,yes,0.93
12,122933.32+262131.2,"Spectra(plate='5980', mjd='56338', fiber='0786')","Spectra(plate='2235', mjd='53847', fiber='0259')",9.156411,4.60432,2.1771142,2.06425,0.5,0.78,0.7685,0.5396,"[8.0756531  4.2395498  2.96510041 2.33104861 1.9531382  1.70327974
 1.52657442 1.39557004 1.29501299 1.2157491  1.15195127 1.09973331
 1.05640356 1.02003836 0.9892262  0.96290771 0.94027225 0.92068884
 0.90365903 0.88878381 0.87573999 0.86426308 0.85413454 0.8451723
 0.83722349 0.83015887 0.82386851 0.81825834 0.8132475  0.80876609
 0.8047535  0.80115692 0.79793019 0.79503285 0.79242929 0.79008815
 0.78798169 0.78608534 0.7843773  0.78283818 0.78145073 0.78019954
 0.77907087 0.77805241 0.77713317 0.77630327 0.77555388 0.77487704
 0.77426563]","[5.67029592 2.97678734 2.08193647 1.63673888 1.37139021 1.19595283
 1.07187971 0.97989537 0.90928954 0.85363463 0.80883917 0.77217449
 0.74175063 0.71621692 0.69458225 0.6761028  0.66020938 0.64645894
 0.63450152 0.62405692 0.61489824 0.60683976 0.59972804 0.59343523
 0.58785399 0.58289359 0.57847683 0.57453767 0.57101932 0.56787272
 0.56505529 0.56252996 0.56026432 0.55822996 0.55640188 0.55475806
 0.55327901 0.55194749 0.5507482  0.54966751 0.54869332 0.5478148
 0.5470223  0.5463072  0.54566175 0.54507905 0.54455286 0.54407762
 0.54364832]",0.7,yes,0.94
13,134026.43+634433.1,"Spectra(plate='6822', mjd='56711', fiber='0062')","Spectra(plate='0604', mjd='52079', fiber='0435')",3.3854358,1.7184522,0.74587345,0.63621014,0.51,0.9,0.7932,0.5927,"[8.3352089  4.3758112  3.06040032 2.40596976 2.01591311 1.75802406
 1.57563934 1.44042441 1.3366354  1.25482392 1.18897559 1.13507932
 1.09035693 1.05282294 1.02102046 0.99385608 0.9704931  0.95028027
 0.93270312 0.91734979 0.90388674 0.89204096 0.88158688 0.87233659
 0.8641323  0.85684062 0.85034808 0.8445576  0.8393857  0.83476027
 0.83061871 0.82690653 0.82357609 0.82058563 0.81789839 0.815482
 0.81330784 0.81135054 0.8095876  0.80799902 0.80656697 0.80527557
 0.80411062 0.80305943 0.80211064 0.80125407 0.80048059 0.799782
 0.79915094]","[6.22828834 3.26972175 2.28681199 1.79780418 1.50634354 1.31364203
 1.17735935 1.07632318 0.99876929 0.93763759 0.88843398 0.84816126
 0.81474351 0.78669712 0.76293347 0.74263553 0.72517809 0.71007453
 0.69694042 0.68546801 0.67540806 0.66655657 0.65874501 0.65183295
 0.64570249 0.64025395 0.63540255 0.63107576 0.62721118 0.62375493
 0.62066025 0.61788641 0.61539782 0.61316326 0.61115529 0.6093497
 0.60772511 0.60626256 0.60494525 0.60375822 0.60268816 0.60172319
 0.60085271 0.60006723 0.59935827 0.59871822 0.59814025 0.59761825
 0.5971467 ]",0.75,yes,1.12
14,085206.65+193548.3,"Spectra(plate='5175', mjd='55955', fiber='0532')","Spectra(plate='2281', mjd='53711', fiber='0452')",15.696926,8.247845,2.6196325,2.239706,0.53,1.22,0.8452,0.7054,"[8.88164216 4.66267728 3.26103171 2.56369849 2.1480708  1.87327526
 1.6789339  1.53485465 1.42426152 1.33708671 1.26692155 1.20949199
 1.16183772 1.1218431  1.08795574 1.05901054 1.03411595 1.01257802
 0.99384856 0.97748871 0.96314306 0.9505207  0.93938128 0.92952457
 0.92078242 0.91301272 0.90609455 0.89992446 0.89441351 0.88948484
 0.88507178 0.88111624 0.87756747 0.87438095 0.87151755 0.86894275
 0.86662605 0.86454044 0.86266193 0.8609692  0.85944327 0.85806721
 0.85682589 0.85570579 0.8546948  0.85378208 0.85295789 0.8522135
 0.85154107]","[7.41257735 3.89144884 2.72164194 2.13965087 1.79276993 1.56342684
 1.40123045 1.28098257 1.18868206 1.11592637 1.05736685 1.0094364
 0.96966437 0.93628505 0.90800281 0.88384529 0.86306837 0.84509292
 0.8294614  0.81580755 0.80383473 0.79330016 0.78400326 0.77577689
 0.76848074 0.76199618 0.75622231 0.75107278 0.74647337 0.74235992
 0.7386768  0.73537553 0.73241374 0.72975429 0.7273645  0.72521559
 0.72328208 0.72154144 0.71997364 0.7185609  0.71728737 0.71613892
 0.71510292 0.71416808 0.71332432 0.71256256 0.7118747  0.71125344
 0.71069223]",0.83,yes,0.96
15,115614.27+080809.8,"Spectra(plate='5382', mjd='55982', fiber='0015')","Spectra(plate='1622', mjd='53385', fiber='0545')",13.256222,7.153052,1.0912752,1.1624308,0.54,1.85,0.9155,0.8434,"[9.6203779  5.05049817 3.53226991 2.7769356  2.32673783 2.02908602
 1.8185802  1.66251708 1.5427253  1.44829968 1.37229848 1.31009218
 1.25847424 1.21515305 1.17844709 1.14709436 1.12012914 1.09679979
 1.07651249 1.0587919  1.04325304 1.0295808  1.01751486 1.00683831
 0.99736904 0.98895308 0.98145949 0.9747762  0.96880687 0.96346826
 0.95868814 0.95440359 0.95055965 0.94710809 0.94400653 0.94121757
 0.93870818 0.93644909 0.93441433 0.93258081 0.93092797 0.92943745
 0.92809288 0.92687962 0.92578454 0.9247959  0.92390316 0.92309685
 0.92236849]","[8.86272716 4.6527473  3.25408677 2.55823865 2.14349611 1.8692858
 1.67535832 1.53158591 1.42122831 1.33423915 1.26422342 1.20691616
 1.15936338 1.11945394 1.08563875 1.05675519 1.03191362 1.01042156
 0.99173198 0.97540698 0.96109188 0.9484964  0.93738071 0.92754498
 0.91882146 0.9110683  0.90416486 0.89800792 0.8925087  0.88759053
 0.88318686 0.87923975 0.87569854 0.87251881 0.8696615  0.86709219
 0.86478042 0.86269925 0.86082474 0.85913562 0.85761294 0.85623981
 0.85500113 0.85388342 0.85287458 0.8519638  0.85114137 0.85039857
 0.84972757]",0.92,yes,1.06
16,103737.88+282624.4,"Spectra(plate='6452', mjd='56366', fiber='0334')","Spectra(plate='6457', mjd='56330', fiber='0912')",4.1307263,7.475437,2.0799582,2.2516465,0.55,1.24,0.4747,0.7097,"[4.98830517 2.6187564  1.83153307 1.4398813  1.20644724 1.05211047
 0.94296016 0.86203917 0.7999254  0.75096434 0.71155662 0.67930176
 0.65253711 0.63007445 0.61104187 0.59478503 0.58080317 0.56870656
 0.5581873  0.54899893 0.5409418  0.53385255 0.52759618 0.52206024
 0.51715028 0.51278649 0.50890095 0.50543557 0.50234039 0.49957224
 0.49709367 0.49487208 0.49287894 0.49108925 0.48948105 0.48803493
 0.48673378 0.48556241 0.48450735 0.48355665 0.48269962 0.48192677
 0.48122959 0.4806005  0.48003268 0.47952006 0.47905716 0.47863908
 0.47826141]","[7.45776318 3.91517046 2.73823261 2.15269382 1.80369835 1.57295723
 1.40977211 1.28879123 1.19592807 1.12272887 1.06381238 1.01558976
 0.97557528 0.94199249 0.91353785 0.88923306 0.86832949 0.85024446
 0.83451765 0.82078057 0.80873477 0.79813599 0.78878241 0.7805059
 0.77316527 0.76664118 0.76083211 0.7556512  0.75102374 0.74688523
 0.74317965 0.73985825 0.73687841 0.73420275 0.7317984  0.72963638
 0.72769109 0.72593983 0.72436248 0.72294113 0.72165983 0.72050438
 0.71946206 0.71852153 0.71767262 0.71690622 0.71621417 0.71558912
 0.71502449]",1.5,yes,1.03
17,114312.32+200346.1,"Spectra(plate='6432', mjd='56309', fiber='0428')","Spectra(plate='2506', mjd='54179', fiber='0483')",29.562801,16.182974,1.0689483,1.1190407,0.55,2.69,0.9628,0.932,"[10.117422    5.31143598  3.71476731  2.92040808  2.4469505   2.13392028
  1.91253852  1.74841228  1.62243137  1.52312717  1.44319932  1.37777909
  1.32349427  1.27793486  1.23933245  1.20635985  1.17800146  1.15346678
  1.13213132  1.11349519  1.0971535   1.08277488  1.07008554  1.05885737
  1.04889886  1.04004809  1.03216733  1.02513875  1.01886101  1.01324658
  1.00821948  1.00371358  0.99967103  0.99604115  0.99277934  0.98984629
  0.98720724  0.98483144  0.98269156  0.98076331  0.97902506  0.97745754
  0.9760435   0.97476755  0.9736159   0.97257618  0.97163731  0.97078935
  0.97002336]","[9.79376537 5.14152299 3.59593179 2.82698414 2.36867248 2.06565611
 1.85135636 1.69248052 1.57052974 1.47440229 1.39703133 1.33370389
 1.28115565 1.23705368 1.19968617 1.16776837 1.14031716 1.11656734
 1.0959144  1.07787444 1.06205553 1.04813688 1.03585347 1.0249845
 1.01534456 1.00677692 0.99914827 0.99234453 0.98626762 0.98083279
 0.97596651 0.97160475 0.96769153 0.96417776 0.9610203  0.95818107
 0.95562646 0.95332665 0.95125522 0.94938866 0.94770602 0.94618864
 0.94481984 0.94358471 0.94246989 0.94146344 0.9405546  0.93973377
 0.93899228]",0.97,yes,0.94
18,092801.72+432105.3,"Spectra(plate='8284', mjd='57419', fiber='0264')","Spectra(plate='0870', mjd='52325', fiber='0183')",7.3299465,4.1081862,1.8651098,1.9177649,0.56,0.77,0.7408,0.5375,"[7.7845723  4.08673844 2.85822561 2.24702773 1.88273882 1.64188631
 1.47155021 1.34526778 1.24833523 1.17192834 1.11043006 1.06009425
 1.01832629 0.98327185 0.95357029 0.92820044 0.90638085 0.88750331
 0.87108733 0.85674827 0.84417461 0.83311137 0.82334791 0.81470871
 0.8070464  0.80023642 0.79417279 0.78876484 0.78393461 0.77961473
 0.77574677 0.77227983 0.7691694  0.76637649 0.76386678 0.76161002
 0.75957948 0.75775149 0.75610501 0.75462137 0.75328393 0.75207784
 0.75098985 0.7500081  0.74912199 0.74832201 0.74759963 0.74694719
 0.74635782]","[5.64822842 2.96520237 2.07383405 1.63036907 1.36605307 1.19129845
 1.0677082  0.97608184 0.90575079 0.85031248 0.80569135 0.76916936
 0.7388639  0.71342956 0.69187909 0.67347156 0.65763999 0.64394307
 0.63203218 0.62162823 0.6125052  0.60447808 0.59739404 0.59112572
 0.5855662  0.5806251  0.57622553 0.5723017  0.56879704 0.56566269
 0.56285622 0.56034072 0.5580839  0.55605746 0.55423649 0.55259906
 0.55112577 0.54979944 0.54860481 0.54752833 0.54655793 0.54568283
 0.54489342 0.5441811  0.54353816 0.54295772 0.54243358 0.5419602
 0.54153257]",0.73,yes,1.12
19,161222.31+545222.0,"Spectra(plate='7565', mjd='56809', fiber='0200')","Spectra(plate='8065', mjd='58248', fiber='0644')",22.021439,12.400404,2.5016975,2.7308943,0.56,1.55,0.881,0.7887,"[9.25784044 4.86017355 3.3991587  2.67228865 2.23905629 1.95262128
 1.75004823 1.59986624 1.48458874 1.39372148 1.32058434 1.26072224
 1.21104949 1.16936083 1.1340381  1.10386688 1.07791783 1.05546762
 1.03594484 1.01889204 1.00393875 0.99078175 0.9791705  0.96889629
 0.95978386 0.95168505 0.94447385 0.93804242 0.93229804 0.92716061
 0.92256062 0.91843754 0.91473845 0.91141696 0.90843228 0.90574842
 0.90333359 0.90115964 0.89920156 0.89743713 0.89584657 0.89441223
 0.89311833 0.89195078 0.89089697 0.88994559 0.88908649 0.88831057
 0.88760966]","[8.2879214  4.35098625 3.04303799 2.39232016 2.00447638 1.7480504
 1.56670039 1.43225256 1.32905237 1.24770503 1.18223027 1.12863976
 1.08417109 1.04685004 1.01522798 0.98821772 0.96498728 0.94488912
 0.92741169 0.91214546 0.89875879 0.88698021 0.87658544 0.86738763
 0.85922988 0.85197957 0.84552386 0.83976624 0.83462368 0.83002449
 0.82590643 0.82221531 0.81890376 0.81593026 0.81325827 0.81085559
 0.80869376 0.80674757 0.80499463 0.80341506 0.80199114 0.80070706
 0.79954872 0.7985035  0.79756009 0.79670838 0.79593929 0.79524466
 0.79461718]",0.9,yes,1.01
20,095952.28+625311.1,"Spectra(plate='5722', mjd='56008', fiber='0266')","Spectra(plate='0487', mjd='51943', fiber='0143')",5.29912,3.0292268,2.6445594,2.6921132,0.57,0.13,0.4961,0.1186,"[5.21318348 2.73681283 1.9141006  1.50479274 1.26083521 1.09954077
 0.98546984 0.90090084 0.83598692 0.78481864 0.74363438 0.70992543
 0.6819542  0.6584789  0.63858831 0.62159859 0.60698642 0.59434448
 0.583351   0.5737484  0.56532805 0.55791921 0.5513808  0.54559529
 0.54046399 0.53590347 0.53184277 0.52822116 0.52498644 0.52209351
 0.51950321 0.51718146 0.51509846 0.5132281  0.51154739 0.51003608
 0.50867627 0.5074521  0.50634948 0.50535592 0.50446026 0.50365256
 0.50292395 0.5022665  0.50167308 0.50113735 0.50065358 0.50021666
 0.49982197]","[1.24628817 0.65427535 0.4575939  0.35974283 0.3014212  0.26286139
 0.23559106 0.21537359 0.19985497 0.18762244 0.17777673 0.16971811
 0.16303118 0.15741906 0.15266393 0.14860228 0.14510903 0.14208679
 0.13945864 0.13716299 0.13514998 0.13337879 0.13181569 0.13043258
 0.12920586 0.1281156  0.12714483 0.12627904 0.12550573 0.12481413
 0.12419488 0.12363983 0.12314186 0.12269472 0.12229293 0.12193163
 0.12160654 0.12131389 0.12105029 0.12081276 0.12059864 0.12040555
 0.12023137 0.12007419 0.11993233 0.11980425 0.1196886  0.11958415
 0.11948979]",0.24,yes,1.26
21,090430.48+343108.9,"Spectra(plate='5812', mjd='56354', fiber='0914')","Spectra(plate='1211', mjd='52964', fiber='0021')",6.785629,3.9557467,1.301481,1.2146802,0.58,1.15,0.8158,0.684,"[8.5726972  4.50048761 3.14759781 2.47452109 2.07335087 1.80811401
 1.62053275 1.48146524 1.37471906 1.2905766  1.22285211 1.16742021
 1.12142358 1.08282017 1.05011156 1.02217321 0.99814457 0.97735583
 0.95927787 0.94348709 0.92964045 0.91745715 0.90670522 0.89719136
 0.88875331 0.88125388 0.87457635 0.86862089 0.86330164 0.85854441
 0.85428485 0.85046691 0.84704158 0.8439659  0.8412021  0.83871687
 0.83648075 0.83446769 0.83265452 0.83102067 0.82954783 0.82821963
 0.82702149 0.82594035 0.82496453 0.82408355 0.82328803 0.82256954
 0.8219205 ]","[7.18769905 3.77339241 2.6390744  2.07473943 1.73838195 1.51599654
 1.35872076 1.2421209  1.15262054 1.08207207 1.02528909 0.97881273
 0.94024728 0.9078806  0.88045637 0.85703172 0.83688512 0.819455
 0.8042977  0.79105807 0.77944848 0.7692335  0.76021864 0.75224184
 0.74516704 0.7388792  0.73328049 0.72828719 0.72382731 0.71983866
 0.71626727 0.71306615 0.71019421 0.70761544 0.70529816 0.70321444
 0.70133959 0.69965175 0.69813152 0.69676163 0.69552674 0.69441313
 0.69340855 0.69250208 0.69168391 0.69094527 0.69027827 0.68967586
 0.68913168]",0.84,yes,1.04
22,015919.06-030720.2,"Spectra(plate='9321', mjd='58069', fiber='0348')","Spectra(plate='7841', mjd='56960', fiber='0168')",4.000345,2.3658564,0.39355883,0.41456386,0.59,1.78,0.9,0.8309,"[9.45749875 4.96499001 3.47246632 2.7299203  2.28734467 1.99473229
 1.78779048 1.6343696  1.51660598 1.42377904 1.34906459 1.28791148
 1.23716747 1.19457974 1.15849523 1.12767332 1.10116464 1.07823026
 1.05828644 1.04086588 1.0255901  1.01214934 1.00028769 0.98979189
 0.98048294 0.97220948 0.96484275 0.95827262 0.95240435 0.94715613
 0.94245693 0.93824493 0.93446607 0.93107295 0.92802389 0.92528215
 0.92281525 0.92059441 0.9185941  0.91679162 0.91516676 0.91370148
 0.91237968 0.91118695 0.91011041 0.90913851 0.90826088 0.90746823
 0.90675221]","[8.73137301 4.58378911 3.20585807 2.52032309 2.11172743 1.84158118
 1.6505279  1.50888633 1.40016434 1.31446445 1.24548641 1.1890285
 1.1421805  1.10286256 1.06954854 1.04109306 1.01661966 0.99544614
 0.97703356 0.96095051 0.94684757 0.93443877 0.92348782 0.91379787
 0.90520364 0.89756539 0.89076427 0.88469858 0.87928086 0.87443558
 0.87009718 0.86620857 0.86271984 0.85958724 0.85677228 0.85424105
 0.85196354 0.84991321 0.84806649 0.8464024  0.84490229 0.84354951
 0.84232919 0.84122804 0.84023416 0.83933688 0.83852663 0.83779484
 0.83713379]",0.92,yes,1.05
23,121222.49+264604.5,"Spectra(plate='5971', mjd='56064', fiber='0280')","Spectra(plate='2229', mjd='53823', fiber='0124')",4.663937,7.9640155,3.4872787,3.095647,0.59,0.88,0.2946,0.5869,"[3.09575459 1.62520673 1.13665398 0.89359391 0.74872416 0.65294237
 0.58520342 0.53498365 0.49643569 0.46605034 0.44159381 0.42157636
 0.40496615 0.39102577 0.3792141  0.36912507 0.36044789 0.35294071
 0.34641243 0.3407101  0.33570983 0.33131022 0.3274275  0.32399188
 0.32094475 0.31823657 0.31582519 0.31367457 0.31175369 0.31003577
 0.30849757 0.30711884 0.30588189 0.30477121 0.30377315 0.30287569
 0.30206819 0.30134124 0.30068647 0.30009646 0.29956459 0.29908495
 0.29865228 0.29826186 0.29790948 0.29759134 0.29730406 0.2970446
 0.29681022]","[6.16734002 3.23772515 2.26443387 1.78021136 1.49160288 1.30078709
 1.16583803 1.06579058 0.98899561 0.92846213 0.87974001 0.83986139
 0.80677065 0.77899872 0.75546761 0.7353683  0.71808169 0.70312594
 0.69012035 0.6787602  0.6687987  0.66003383 0.65229871 0.64545429
 0.63938382 0.6339886  0.62918468 0.62490022 0.62107346 0.61765103
 0.61458664 0.61183994 0.60937571 0.60716302 0.60517469 0.60338677
 0.60177808 0.60032984 0.59902542 0.59785    0.59679041 0.59583489
 0.59497293 0.59419514 0.59349311 0.59285932 0.59228701 0.59177012
 0.59130319]",1.99,yes,1.02
24,125628.67+393547.9,"Spectra(plate='8837', mjd='57867', fiber='0764')","Spectra(plate='2021', mjd='53475', fiber='0240')",11.617737,6.9313,0.5389023,0.51181656,0.6,2.57,0.9544,0.9235,"[10.02915201  5.26509607  3.68235762  2.89492882  2.42560195  2.11530278
  1.89585248  1.73315816  1.60827638  1.50983857  1.43060805  1.36575858
  1.31194737  1.26678544  1.22851983  1.1958349   1.16772392  1.14340329
  1.12225398  1.10378044  1.08758132  1.07332815  1.06074952  1.04961932
  1.03974769  1.03097414  1.02316214  1.01619487  1.00997191  1.00440645
  0.99942322  0.99495662  0.99094935  0.98735114  0.98411778  0.98121032
  0.9785943   0.97623922  0.97411801  0.97220658  0.97048351  0.96892966
  0.96752796  0.96626314  0.96512153  0.96409088  0.96316021  0.96231965
  0.96156034]","[9.70444455 5.09463142 3.56313628 2.80120156 2.34706979 2.04681697
 1.83447167 1.67704481 1.55620624 1.46095549 1.38429017 1.32154028
 1.26947129 1.22577154 1.18874482 1.15711812 1.12991727 1.10638405
 1.08591948 1.06804404 1.0523694  1.03857769 1.02640631 1.01563646
 1.00608444 0.99759495 0.99003587 0.98329418 0.97727269 0.97188743
 0.96706553 0.96274355 0.95886602 0.9553843  0.95225563 0.9494423
 0.94691098 0.94463215 0.94257961 0.94073007 0.93906278 0.93755924
 0.93620292 0.93497906 0.93387441 0.93287713 0.93197659 0.93116324
 0.93042851]",0.97,yes,0.94
25,105422.03+383045.7,"Spectra(plate='8821', mjd='57731', fiber='0160')","Spectra(plate='4630', mjd='55623', fiber='0824')",8.092373,4.8173404,1.1105657,0.88444066,0.6,1.57,0.8764,0.7924,"[9.20950212 4.83479694 3.38141054 2.65833573 2.22736541 1.94242598
 1.74091064 1.5915128  1.4768372  1.38644439 1.31368912 1.25413958
 1.20472619 1.1632552  1.12811691 1.09810322 1.07228965 1.04995667
 1.03053582 1.01357206 0.99869685 0.98560854 0.97405792 0.96383735
 0.9547725  0.94671598 0.93954243 0.93314458 0.9274302  0.92231959
 0.91774362 0.91364206 0.90996229 0.90665815 0.90368904 0.9010192
 0.89861698 0.89645438 0.89450652 0.89275131 0.89116906 0.8897422
 0.88845505 0.88729361 0.8862453  0.88529888 0.88444427 0.8836724
 0.88297515]","[8.32680223 4.37139787 3.05731368 2.40354317 2.01387991 1.75625097
 1.57405019 1.43897163 1.33528731 1.25355834 1.18777643 1.13393451
 1.08925722 1.05176109 1.01999068 0.99285371 0.96951429 0.94932185
 0.93176242 0.91642458 0.90297511 0.89114127 0.88069774 0.87145678
 0.86326076 0.85597643 0.84949044 0.8437058  0.83853912 0.83391835
 0.82978097 0.82607254 0.82274546 0.81975801 0.81707348 0.81465953
 0.81248756 0.81053223 0.80877107 0.80718409 0.80575349 0.80446339
 0.80329962 0.80224949 0.80130166 0.80044595 0.79967325 0.79897537
 0.79834494]",0.9,yes,0.92
26,224317.55+254456.8,"Spectra(plate='7657', mjd='57309', fiber='0555')","Spectra(plate='6290', mjd='56238', fiber='0552')",3.3349326,5.450484,2.5209153,2.631816,0.61,0.75,0.2264,0.5266,"[2.37908635 1.24897082 0.87351819 0.68672662 0.57539426 0.50178599
 0.44972863 0.41113475 0.38151066 0.35815953 0.33936469 0.32398129
 0.31121635 0.30050317 0.29142591 0.28367249 0.27700408 0.27123481
 0.26621783 0.26183559 0.25799289 0.25461179 0.25162792 0.24898765
 0.24664593 0.2445647  0.24271155 0.2410588  0.23958261 0.23826239
 0.23708028 0.23602072 0.23507013 0.23421657 0.23344957 0.23275987
 0.2321393  0.23158064 0.23107745 0.23062403 0.23021528 0.22984668
 0.22951418 0.22921414 0.22894333 0.22869884 0.22847807 0.22827868
 0.22809855]","[5.5336876  2.90507082 2.03177863 1.5973067  1.33835078 1.16714003
 1.04605607 0.95628781 0.88738301 0.83306893 0.78935268 0.75357132
 0.72388043 0.69896188 0.67784843 0.65981419 0.64430366 0.63088451
 0.61921516 0.60902219 0.60008416 0.59221983 0.58527944 0.57913824
 0.57369146 0.56885057 0.56454021 0.56069596 0.55726237 0.55419157
 0.55144202 0.54897753 0.54676648 0.54478113 0.54299709 0.54139287
 0.53994945 0.53865002 0.53747961 0.53642497 0.53547424 0.53461689
 0.53384349 0.53314561 0.53251572 0.53194704 0.53143354 0.53096975
 0.53055079]",2.33,yes,1.07
27,104018.26+321756.7,"Spectra(plate='6448', mjd='56365', fiber='0632')","Spectra(plate='10465', mjd='58144', fiber='0953')",9.535254,5.835175,1.2373692,1.2881579,0.61,1.53,0.8668,0.7824,"[9.10862213 4.78183704 3.3443709  2.62921658 2.20296707 1.92114884
 1.72184087 1.57407952 1.46066007 1.37125741 1.2992991  1.24040186
 1.19152974 1.15051302 1.11575962 1.0860747  1.0605439  1.03845555
 1.01924743 1.00246949 0.98775722 0.97481228 0.96338819 0.95327957
 0.94431401 0.93634575 0.92925077 0.92292301 0.91727122 0.91221659
 0.90769074 0.90363412 0.89999465 0.8967267  0.89379012 0.89114952
 0.88877362 0.8866347  0.88470818 0.8829722  0.88140728 0.87999605
 0.878723   0.87757428 0.87653745 0.8756014  0.87475615 0.87399274
 0.87330312]","[8.22171891 4.31623131 3.01873072 2.37321072 1.98846497 1.73408727
 1.55418585 1.42081197 1.31843613 1.23773858 1.17278682 1.11962438
 1.07551092 1.03848798 1.00711852 0.980324   0.95727912 0.93734151
 0.92000368 0.9048594  0.89157966 0.87989516 0.86958343 0.86045909
 0.8523665  0.8451741  0.83876997 0.83305833 0.82795685 0.82339439
 0.81930923 0.81564759 0.8123625  0.80941275 0.8067621  0.80437862
 0.80223405 0.8003034  0.79856447 0.79699752 0.79558497 0.79431115
 0.79316207 0.79212519 0.79118932 0.79034441 0.78958146 0.78889238
 0.78826992]",0.9,yes,0.96
28,125628.67+393547.9,"Spectra(plate='8837', mjd='57867', fiber='0764')","Spectra(plate='2021', mjd='53475', fiber='0240')",11.4782295,7.094331,3.17045,3.0436232,0.62,0.83,0.7299,0.563,"[7.67003149 4.0266069  2.81617019 2.21396537 1.85503653 1.61772789
 1.44989808 1.32547374 1.22996745 1.1546848  1.09409138 1.04449621
 1.00334282 0.96880417 0.93953963 0.91454306 0.89304452 0.87444474
 0.8582703  0.84414223 0.83175357 0.82085312 0.81123331 0.80272123
 0.79517167 0.78846189 0.78248747 0.77715909 0.77239993 0.76814362
 0.76433257 0.76091664 0.75785198 0.75510016 0.75262738 0.75040383
 0.74840317 0.74660206 0.74497982 0.74351801 0.74220024 0.7410119
 0.73993992 0.73897262 0.73809955 0.73731133 0.73659958 0.73595674
 0.73537604]","[5.91619088 3.10587708 2.1722206  1.70771681 1.43086117 1.24781587
 1.11836227 1.02238898 0.94872129 0.89065289 0.84391485 0.80566018
 0.77391698 0.74727599 0.72470312 0.70542231 0.68883966 0.67449293
 0.66201696 0.65111943 0.64156359 0.63315565 0.62573552 0.61916982
 0.61334655 0.60817104 0.60356274 0.59945276 0.59578184 0.59249878
 0.58955917 0.58692433 0.58456044 0.58243786 0.5805305  0.57881539
 0.5772722  0.57588295 0.57463164 0.57350409 0.57248765 0.57157104
 0.57074418 0.56999806 0.56932463 0.56871665 0.56816764 0.5676718
 0.56722388]",0.77,yes,1.03
