,objectName,spec1,spec2,I01,I02,I1,I2,alpha,minOpt,minCov1,minCov2,Spec_Cf1,Spec_Cf2,Spec_Cf2Cf1,save_fig,t_t_plot
255,025329.82-044421.7,"Spectra(plate='7056', mjd='56577', fiber='0628')","Spectra(plate='7054', mjd='56575', fiber='0232')",4.759516,5.3601675,3.4131277,3.420945,0.89,0.45,0.2814,0.362,"[2.95704461 1.55238688 1.08572447 0.85355508 0.71517643 0.6236863
 0.55898249 0.51101289 0.47419213 0.44516825 0.42180753 0.40268699
 0.38682103 0.37350526 0.36222284 0.35258586 0.34429748 0.33712666
 0.33089089 0.32544406 0.32066784 0.31646536 0.31275662 0.30947493
 0.30656433 0.3039775  0.30167417 0.29961991 0.29778509 0.29614415
 0.29467487 0.29335792 0.29217639 0.29111548 0.29016214 0.28930489
 0.28853357 0.28783918 0.28721376 0.28665018 0.28614214 0.285684
 0.28527071 0.28489779 0.28456119 0.28425731 0.2839829  0.28373507
 0.28351119]","[3.80401616 1.99702931 1.39670312 1.09803461 0.92002086 0.80232566
 0.71908906 0.65737977 0.61001263 0.57267557 0.54262376 0.51802662
 0.49761625 0.48048652 0.46597252 0.45357527 0.44291289 0.43368817
 0.42566632 0.41865939 0.41251513 0.40710896 0.40233794 0.3981163
 0.39437203 0.39104426 0.3880812  0.38543854 0.3830782  0.38096724
 0.37907712 0.37738296 0.37586302 0.37449823 0.37327183 0.37216904
 0.3711768  0.37028353 0.36947896 0.36875396 0.36810041 0.36751104
 0.36697938 0.36649964 0.36606663 0.36567571 0.36532271 0.36500389
 0.36471589]",1.29,yes,0.94
256,022647.42+001254.4,"Spectra(plate='6780', mjd='56577', fiber='0695')","Spectra(plate='9373', mjd='58096', fiber='0619')",4.6444116,5.190825,2.086218,2.3641586,0.89,0.85,0.522,0.5723,"[5.48534928 2.87969421 2.01403047 1.58335378 1.32665991 1.15694473
 1.03691848 0.94793437 0.87963147 0.82579184 0.78245746 0.74698866
 0.71755713 0.69285625 0.67192723 0.65405052 0.63867549 0.62537355
 0.61380614 0.60370221 0.59484226 0.58704662 0.58016686 0.5740793
 0.56868011 0.5638815  0.5596088  0.55579812 0.55239453 0.54935055
 0.54662502 0.54418206 0.54199032 0.54002231 0.53825386 0.53666365
 0.53523284 0.53394476 0.53278458 0.53173914 0.53079672 0.52994686
 0.52918021 0.52848843 0.52786404 0.52730034 0.52679131 0.52633158
 0.52591628]","[6.01391837 3.15718198 2.20810275 1.73592599 1.45449706 1.2684281
 1.1368361  1.03927747 0.96439289 0.90536527 0.85785519 0.8189686
 0.78670105 0.75961998 0.73667424 0.71707493 0.70021836 0.68563464
 0.67295259 0.66187505 0.65216135 0.64361452 0.63607183 0.62939767
 0.62347821 0.6182172  0.61353279 0.60935491 0.60562335 0.60228606
 0.59929789 0.59661953 0.59421659 0.59205894 0.59012008 0.58837664
 0.58680796 0.58539575 0.58412378 0.58297761 0.58194438 0.58101262
 0.5801721  0.57941366 0.5787291  0.57811108 0.577553   0.57704897
 0.57659365]",1.1,yes,0.85
257,092801.72+432105.3,"Spectra(plate='8284', mjd='57419', fiber='0264')","Spectra(plate='0870', mjd='52325', fiber='0183')",7.3299465,6.5309696,2.273923,2.2819207,0.89,1.06,0.6903,0.6524,"[7.25390154 3.80814734 2.66338167 2.09384887 1.75439337 1.52995967
 1.3712353  1.25356148 1.16323678 1.09203852 1.03473254 0.98782811
 0.94890745 0.91624266 0.88856584 0.86492543 0.84459328 0.82700261
 0.8117057  0.79834413 0.78662761 0.77631855 0.76722066 0.75917038
 0.75203042 0.74568467 0.74003439 0.7349951  0.73049414 0.72646875
 0.72286447 0.71963386 0.71673547 0.71413295 0.71179433 0.70969141
 0.70779929 0.70609591 0.70456168 0.70317918 0.70193291 0.70080904
 0.69979521 0.69888039 0.69805469 0.69730924 0.6966361  0.69602814
 0.69547894]","[6.85563576 3.59906609 2.51715225 1.9788889  1.65807074 1.44595928
 1.29594945 1.18473636 1.09937082 1.0320816  0.97792193 0.93359273
 0.89680895 0.86593758 0.83978032 0.81743786 0.79822201 0.78159714
 0.76714008 0.75451211 0.74343887 0.73369581 0.72509743 0.71748915
 0.71074119 0.70474385 0.69940379 0.69464117 0.69038733 0.68658295
 0.68317656 0.68012333 0.67738407 0.67492444 0.67271421 0.67072675
 0.66893852 0.66732866 0.66587866 0.66457206 0.66339422 0.66233205
 0.66137389 0.6605093  0.65972893 0.65902441 0.65838822 0.65781364
 0.6572946 ]",0.95,yes,1.02
258,223401.31+001859.7,"Spectra(plate='9197', mjd='57680', fiber='0432')","Spectra(plate='9149', mjd='58039', fiber='0708')",5.075486,4.4994946,-0.046338,0.048856985,0.89,inf,1.0,1.0,"[10.50833194  5.51665557  3.85829591  3.03324478  2.54149408  2.21636922
  1.98643386  1.81596622  1.68511775  1.58197671  1.49896066  1.43101276
  1.37463052  1.32731082  1.28721692  1.25297035  1.22351626  1.19803363
  1.17587382  1.15651764  1.13954456  1.12461038  1.11143076  1.09976877
  1.08942549  1.08023275  1.0720475   1.06474735  1.05822706  1.0523957
  1.04717437  1.04249437  1.03829563  1.0345255   1.03113766  1.02809128
  1.02535027  1.02288267  1.02066011  1.01865736  1.01685196  1.01522387
  1.0137552   1.01242995  1.01123379  1.0101539   1.00917876  1.00829804
  1.00750245]","[10.50833194  5.51665557  3.85829591  3.03324478  2.54149408  2.21636922
  1.98643386  1.81596622  1.68511775  1.58197671  1.49896066  1.43101276
  1.37463052  1.32731082  1.28721692  1.25297035  1.22351626  1.19803363
  1.17587382  1.15651764  1.13954456  1.12461038  1.11143076  1.09976877
  1.08942549  1.08023275  1.0720475   1.06474735  1.05822706  1.0523957
  1.04717437  1.04249437  1.03829563  1.0345255   1.03113766  1.02809128
  1.02535027  1.02288267  1.02066011  1.01865736  1.01685196  1.01522387
  1.0137552   1.01242995  1.01123379  1.0101539   1.00917876  1.00829804
  1.00750245]",1.0,yes,0.97
259,095739.27+470601.8,"Spectra(plate='7284', mjd='56683', fiber='0668')","Spectra(plate='6663', mjd='56338', fiber='0574')",6.873031,7.7209187,6.256046,6.3611784,0.89,0.2,0.0819,0.1827,"[0.86063239 0.45181409 0.31599444 0.24842275 0.20814837 0.18152064
 0.16268893 0.14872763 0.13801114 0.12956389 0.12276488 0.11719995
 0.11258224 0.10870676 0.10542307 0.10261827 0.10020598 0.09811895
 0.09630407 0.09471879 0.0933287  0.09210559 0.09102618 0.09007106
 0.08922395 0.08847106 0.08780069 0.08720281 0.0866688  0.08619121
 0.08576358 0.08538029 0.08503641 0.08472764 0.08445017 0.08420068
 0.08397619 0.08377409 0.08359206 0.08342804 0.08328018 0.08314683
 0.08302655 0.08291801 0.08282005 0.0827316  0.08265174 0.08257961
 0.08251445]","[1.91987225 1.00789297 0.70491066 0.55417382 0.46433097 0.40493066
 0.36292147 0.33177703 0.30787101 0.28902714 0.27386011 0.26144603
 0.251145   0.24249969 0.23517453 0.22891768 0.22353642 0.21888074
 0.21483215 0.21129577 0.20819479 0.20546632 0.2030584  0.20092775
 0.19903804 0.19735852 0.19586308 0.19452934 0.19333808 0.19227269
 0.19131876 0.19046372 0.18969661 0.18900781 0.18838885 0.18783228
 0.1873315  0.18688066 0.1864746  0.1861087  0.18577885 0.1854814
 0.18521307 0.18497095 0.18475241 0.18455512 0.18437696 0.18421605
 0.1840707 ]",2.23,yes,0.99
260,151214.10+540816.8,"Spectra(plate='8415', mjd='57893', fiber='0178')","Spectra(plate='0793', mjd='52370', fiber='0059')",5.2583265,4.744383,3.3342655,3.316541,0.9,0.35,0.3667,0.2981,"[3.85340532 2.0229576  1.41483711 1.11229086 0.93196588 0.81274259
 0.7284253  0.66591481 0.61793268 0.58011086 0.54966887 0.52475238
 0.50407701 0.48672488 0.47202244 0.45946423 0.44866341 0.43931893
 0.43119293 0.42409502 0.41787099 0.41239463 0.40756166 0.40328521
 0.39949233 0.39612135 0.39311982 0.39044285 0.38805186 0.3859135
 0.38399884 0.38228268 0.38074301 0.3793605  0.37811818 0.37700107
 0.37599595 0.37509108 0.37427606 0.37354165 0.37287961 0.37228259
 0.37174403 0.37125806 0.37081943 0.37042344 0.37006585 0.36974289
 0.36945115]","[3.13253375 1.64451502 1.15015801 0.90421027 0.75761939 0.66069966
 0.59215593 0.54133953 0.5023336  0.47158726 0.44684017 0.4265849
 0.40977736 0.39567135 0.38371936 0.37351046 0.3647302  0.35713382
 0.35052799 0.34475791 0.33969823 0.33524635 0.33131751 0.32784107
 0.32475774 0.32201738 0.31957736 0.31740119 0.31545749 0.31371916
 0.31216268 0.31076757 0.30951593 0.30839205 0.30738214 0.30647401
 0.30565692 0.30492133 0.30425878 0.30366176 0.30312357 0.30263823
 0.30220042 0.30180537 0.30144879 0.30112688 0.30083619 0.30057365
 0.30033648]",0.81,yes,0.96
261,013449.76+254535.9,"Spectra(plate='7685', mjd='57062', fiber='0102')","Spectra(plate='5694', mjd='56213', fiber='0986')",3.9924386,4.4543,3.479329,3.338965,0.9,0.27,0.1459,0.2344,"[1.53316563 0.80488005 0.56292537 0.44255041 0.37080399 0.32336827
 0.2898207  0.26494947 0.24585868 0.2308104  0.21869836 0.20878476
 0.20055859 0.19365465 0.18780495 0.18280837 0.17851102 0.17479311
 0.17155999 0.16873592 0.16625955 0.16408065 0.16215775 0.16045626
 0.15894718 0.15760596 0.15641173 0.15534664 0.15439533 0.15354453
 0.15278274 0.15209993 0.15148733 0.15093727 0.15044298 0.14999852
 0.14959861 0.14923858 0.14891431 0.14862211 0.1483587  0.14812116
 0.14790688 0.14771353 0.14753901 0.14738145 0.14723918 0.14711068
 0.14699461]","[2.46315301 1.29310406 0.90438456 0.71099258 0.59572621 0.51951694
 0.4656201  0.42566248 0.3949916  0.37081534 0.35135638 0.33542939
 0.32221339 0.31112166 0.30172365 0.29369625 0.28679221 0.28081908
 0.27562482 0.27108774 0.26710924 0.26360867 0.26051937 0.2577858
 0.25536133 0.25320656 0.25128793 0.24957678 0.24804842 0.24668155
 0.24545767 0.24436068 0.2433765  0.24249278 0.24169867 0.2409846
 0.2403421  0.2397637  0.23924273 0.23877329 0.2383501  0.23796847
 0.23762422 0.23731358 0.2370332  0.23678007 0.2365515  0.23634506
 0.23615857]",1.61,yes,1.07
262,143919.37+113720.4,"Spectra(plate='5470', mjd='56008', fiber='0614')","Spectra(plate='5468', mjd='56014', fiber='0166')",4.6071486,4.153762,1.4452678,1.3612082,0.9,1.08,0.694,0.6605,"[7.29278237 3.82855896 2.67765736 2.10507188 1.76379689 1.53816024
 1.3785851  1.26028056 1.16947172 1.09789183 1.0402787  0.99312286
 0.95399358 0.92115371 0.89332854 0.86956142 0.84912029 0.83143534
 0.81605643 0.80262324 0.79084392 0.78047961 0.77133295 0.76323953
 0.75606129 0.74968153 0.74400097 0.73893466 0.73440958 0.73036261
 0.72673901 0.72349109 0.72057717 0.7179607  0.71560954 0.71349535
 0.71159309 0.70988058 0.70833812 0.70694821 0.70569526 0.70456536
 0.70354611 0.70262638 0.70179625 0.70104681 0.70037006 0.69975884
 0.6992067 ]","[6.94075325 3.643751   2.54840445 2.00345818 1.67865684 1.46391187
 1.31203957 1.19944569 1.11302027 1.04489561 0.99006352 0.94518393
 0.90794346 0.8766888  0.85020677 0.82758692 0.80813249 0.79130121
 0.77666466 0.7638799  0.75266918 0.74280516 0.73410002 0.72639727
 0.71956554 0.71349373 0.70808738 0.70326563 0.69895897 0.69510736
 0.69165867 0.68856753 0.68579426 0.68330409 0.68106642 0.67905429
 0.67724386 0.67561401 0.674146   0.67282319 0.67163072 0.67055536
 0.66958531 0.66870998 0.66791992 0.66720665 0.66656257 0.66598085
 0.66545537]",0.95,yes,0.96
263,112954.72+080935.5,"Spectra(plate='5374', mjd='55947', fiber='0608')","Spectra(plate='1618', mjd='53116', fiber='0538')",6.4259367,7.1348834,5.5592055,5.3193927,0.9,0.27,0.1534,0.2375,"[1.61197812 0.84625496 0.59186259 0.46529975 0.38986519 0.33999104
 0.30471895 0.27856922 0.25849706 0.24267523 0.22994057 0.21951736
 0.21086832 0.20360948 0.19745908 0.19220565 0.18768739 0.18377836
 0.18037904 0.17740981 0.17480613 0.17251523 0.17049348 0.16870453
 0.16711787 0.1657077  0.16445209 0.16333224 0.16233203 0.1614375
 0.16063655 0.15991864 0.15927455 0.15869621 0.15817652 0.1577092
 0.15728873 0.1569102  0.15656926 0.15626204 0.15598509 0.15573534
 0.15551005 0.15530675 0.15512326 0.15495761 0.15480802 0.15467292
 0.15455088]","[2.49572884 1.3102057  0.91634528 0.72039564 0.60360484 0.52638769
 0.47177804 0.43129198 0.40021547 0.37571947 0.35600316 0.33986553
 0.32647475 0.31523632 0.30571402 0.29758046 0.29058511 0.28453299
 0.27927003 0.27467294 0.27064183 0.26709497 0.26396481 0.26119508
 0.25873855 0.25655528 0.25461128 0.2528775  0.25132893 0.24994398
 0.24870391 0.24759241 0.24659521 0.24569981 0.24489519 0.24417168
 0.24352069 0.24293464 0.24240678 0.24193112 0.24150234 0.24111567
 0.24076686 0.24045211 0.24016803 0.23991155 0.23967996 0.23947078
 0.23928183]",1.55,yes,1.0
264,125739.28+183512.1,"Spectra(plate='5859', mjd='56065', fiber='0806')","Spectra(plate='2924', mjd='54582', fiber='0124')",4.8536563,4.347775,0.25013256,0.22507407,0.9,2.9,0.9506,0.9448,"[9.98922035 5.24413278 3.6676961  2.88340249 2.41594427 2.10688058
 1.88830403 1.72625749 1.60187293 1.50382706 1.424912   1.36032073
 1.30672377 1.26174166 1.2236284  1.19107362 1.16307456 1.13885077
 1.11778566 1.09938567 1.08325106 1.06905463 1.05652608 1.04544019
 1.03560787 1.02686925 1.01908836 1.01214883 1.00595064 1.00040735
 0.99544396 0.99099515 0.98700383 0.98341994 0.98019946 0.97730357
 0.97469797 0.97235227 0.9702395  0.96833569 0.96661947 0.96507181
 0.96367569 0.96241591 0.96127884 0.9602523  0.95932533 0.95848811
 0.95773183]","[9.92827202 5.21213618 3.64531798 2.86580967 2.40120361 2.09402563
 1.87678271 1.71572489 1.59209925 1.49465159 1.41621803 1.35202086
 1.29875092 1.25404326 1.21616254 1.18380639 1.15597816 1.13190217
 1.11096559 1.09267787 1.0766417  1.06253189 1.05007979 1.03906154
 1.0292892  1.0206039  1.01287048 1.0059733  0.99981293 0.99430345
 0.98937034 0.98494868 0.98098171 0.97741969 0.97421886 0.97134064
 0.96875094 0.96641955 0.96431967 0.96242747 0.96072173 0.95918351
 0.95779591 0.95654381 0.95541369 0.95439341 0.95347209 0.95263999
 0.95188832]",0.99,yes,0.94
265,103119.22+294622.9,"Spectra(plate='6456', mjd='56339', fiber='0894')","Spectra(plate='10464', mjd='58155', fiber='0575')",9.967718,8.961787,8.250999,8.57291,0.9,0.06,0.1563,0.0616,"[1.64245228 0.86225326 0.60305165 0.47409616 0.39723553 0.34641851
 0.31047961 0.28383552 0.2633839  0.24726296 0.23428755 0.22366729
 0.21485475 0.20745868 0.201192   0.19583927 0.19123559 0.18725266
 0.18378908 0.18076371 0.17811081 0.1757766  0.17371663 0.17189386
 0.1702772  0.16884038 0.16756102 0.16642001 0.16540089 0.16448945
 0.16367335 0.16294187 0.16228561 0.16169634 0.16116682 0.16069067
 0.16026225 0.15987656 0.15952918 0.15921615 0.15893396 0.15867949
 0.15844994 0.1582428  0.15805584 0.15788705 0.15773464 0.15759698
 0.15747263]","[0.64731325 0.33982598 0.23767103 0.18684788 0.15655604 0.13652834
 0.12236433 0.11186352 0.10380325 0.09744977 0.09233598 0.08815039
 0.08467724 0.08176235 0.07929256 0.07718297 0.0753686  0.07379887
 0.07243383 0.07124149 0.07019594 0.069276   0.06846414 0.06774576
 0.06710861 0.06654234 0.06603813 0.06558844 0.06518679 0.06482757
 0.06450594 0.06421765 0.06395901 0.06372677 0.06351808 0.06333042
 0.06316158 0.06300957 0.06287266 0.06274929 0.06263808 0.06253779
 0.06244732 0.06236568 0.062292   0.06222548 0.06216541 0.06211116
 0.06206215]",0.39,yes,1.07
266,110015.55+271451.7,"Spectra(plate='6412', mjd='56358', fiber='0584')","Spectra(plate='2359', mjd='53826', fiber='0003')",4.1769,4.6642704,0.10715868,0.012222803,0.9,4.35,0.9856,0.9871,"[10.35701196  5.43721573  3.80273645  2.98956606  2.50489657  2.1844535
  1.95782922  1.78981631  1.66085205  1.55919624  1.47737563  1.41040618
  1.35483584  1.30819754  1.26868099  1.23492758  1.20589763  1.18078194
  1.15894124  1.13986379  1.12313511  1.10841599  1.09542616  1.0839321
  1.07373776  1.0646774   1.05661002  1.04941499  1.04298859  1.0372412
  1.03209506  1.02748245  1.02334417  1.01962833  1.01628928  1.01328677
  1.01058523  1.00815316  1.00596261  1.00398869  1.00220929  1.00060464
  0.99915712  0.99785096  0.99667203  0.99560768  0.99464659  0.99377855
  0.99299442]","[10.37277446  5.44549071  3.8085239   2.99411592  2.50870881  2.18777805
  1.96080887  1.79254026  1.66337973  1.56156921  1.47962407  1.4125527
  1.35689779  1.31018851  1.27061182  1.23680703  1.2077329   1.18257899
  1.16070505  1.14159857  1.12484443  1.11010291  1.09709331  1.08558175
  1.0753719   1.06629775  1.05821809  1.05101211  1.04457593  1.03881979
  1.03366582  1.02904619  1.02490162  1.02118012  1.01783598  1.0148289
  1.01212326  1.00968749  1.0074936   1.00551668  1.00373457  1.00212748
  1.00067776  0.9993696   0.99818888  0.99712292  0.99616035  0.99529099
  0.99450567]",1.0,yes,0.88
267,090638.18+172223.4,"Spectra(plate='5297', mjd='55913', fiber='0936')","Spectra(plate='2437', mjd='53848', fiber='0345')",32.073147,28.829613,3.255509,3.1184835,0.9,2.2,0.9005,0.8893,"[9.46275292 4.96774834 3.47439547 2.73143693 2.28861542 1.99584048
 1.78878369 1.63527758 1.51744853 1.42457002 1.34981407 1.28862699
 1.23785478 1.19524339 1.15913883 1.1282998  1.10177639 1.07882928
 1.05887438 1.04144414 1.02615987 1.01271165 1.0008434  0.99034178
 0.98102765 0.97274959 0.96537878 0.95880499 0.95293347 0.94768232
 0.94298052 0.93876618 0.93498522 0.93159021 0.92853946 0.9257962
 0.92332792 0.92110585 0.91910443 0.91730095 0.91567519 0.91420909
 0.91288656 0.91169317 0.91061603 0.90964359 0.90876547 0.90797238
 0.90725596]","[9.3450596  4.90596179 3.43118256 2.69746458 2.26015069 1.97101714
 1.76653563 1.61493876 1.49857522 1.40685189 1.33302571 1.27259965
 1.22245892 1.18037751 1.144722   1.11426653 1.08807301 1.0654113
 1.04570459 1.02849114 1.01339697 1.00011601 0.98839538 0.97802437
 0.96882609 0.96065099 0.95337184 0.94687982 0.94108132 0.93589549
 0.93125217 0.92709024 0.92335631 0.92000353 0.91699072 0.91428158
 0.911844   0.90964956 0.90767304 0.90589199 0.90428645 0.90283859
 0.9015325  0.90035395 0.89929021 0.89832986 0.89746267 0.89667945
 0.89597193]",0.99,yes,0.98
268,141056.25+541608.5,"Spectra(plate='7339', mjd='56772', fiber='0586')","Spectra(plate='7340', mjd='56837', fiber='0623')",11.852095,13.190336,11.145229,11.267302,0.9,0.16,0.0542,0.1501,"[0.56955159 0.29900273 0.20911964 0.16440187 0.13774898 0.12012721
 0.10766472 0.09842537 0.09133338 0.08574314 0.08124367 0.07756089
 0.07450497 0.07194025 0.06976716 0.06791099 0.06631458 0.06493342
 0.06373236 0.06268326 0.06176331 0.06095388 0.06023955 0.05960747
 0.05904686 0.05854862 0.05810497 0.05770931 0.05735591 0.05703985
 0.05675685 0.05650319 0.05627562 0.05607128 0.05588766 0.05572255
 0.05557398 0.05544024 0.05531978 0.05521123 0.05511338 0.05502513
 0.05494553 0.0548737  0.05480887 0.05475034 0.05469749 0.05464975
 0.05460663]","[1.57730062 0.82805    0.57913022 0.45529004 0.38147826 0.33267702
 0.29816372 0.27257653 0.25293617 0.2374547  0.22499399 0.21479502
 0.20633204 0.19922935 0.19321126 0.18807085 0.18364979 0.17982485
 0.17649866 0.1735933  0.17104564 0.16880402 0.16682576 0.16507529
 0.16352277 0.16214294 0.16091433 0.15981858 0.15883988 0.15796459
 0.15718087 0.1564784  0.15584817 0.15528228 0.15477376 0.1543165
 0.15390508 0.15353469 0.15320108 0.15290047 0.15262948 0.1523851
 0.15216466 0.15196573 0.15178619 0.1516241  0.15147773 0.15134554
 0.15122612]",2.77,yes,1.01
269,011852.24-035556.4,"Spectra(plate='7046', mjd='56568', fiber='0716')","Spectra(plate='9333', mjd='58076', fiber='0268')",4.7508526,5.2102947,0.3899154,0.4260366,0.91,2.54,0.9137,0.9213,"[9.6014629  5.04056819 3.52532498 2.77147576 2.32216314 2.02509655
 1.81500462 1.65924834 1.53969209 1.44545212 1.36960035 1.30751636
 1.25599991 1.21276389 1.1761301  1.14483901 1.11792681 1.09464332
 1.07439591 1.05671017 1.04120186 1.02755651 1.01551429 1.00485873
 0.99540807 0.98700867 0.9795298  0.97285966 0.96690207 0.96157395
 0.95680322 0.9525271  0.94869072 0.94524595 0.94215048 0.939367
 0.93686255 0.9346079  0.93257714 0.93074723 0.92909763 0.92761005
 0.92626812 0.92505724 0.92396432 0.92297762 0.92208663 0.92128192
 0.92055499]","[9.68132622 5.08249477 3.55464803 2.79452842 2.3414785  2.04194096
 1.83010152 1.67304968 1.55249898 1.45747514 1.38099246 1.31839206
 1.2664471  1.22285146 1.18591295 1.15436158 1.12722553 1.10374838
 1.08333255 1.0654997  1.0498624  1.03610355 1.02396116 1.01321697
 1.0036877  0.99521843 0.98767736 0.98095174 0.97494459 0.96957216
 0.96476175 0.96045006 0.95658177 0.95310834 0.94998713 0.9471805
 0.94465521 0.94238181 0.94033416 0.93848903 0.93682571 0.93532575
 0.93397266 0.93275171 0.93164969 0.93065479 0.92975639 0.92894498
 0.92821201]",1.01,yes,1.16
270,012221.70-030004.6,"Spectra(plate='9334', mjd='57712', fiber='0592')","Spectra(plate='4352', mjd='55533', fiber='0442')",6.021964,5.4738884,0.77498925,1.0030942,0.91,1.82,0.8522,0.8374,"[8.95520048 4.70129387 3.28803978 2.5849312  2.16586126 1.88878985
 1.69283894 1.54756641 1.43605735 1.34816055 1.27741427 1.21950907
 1.17146013 1.13113428 1.09696626 1.06778133 1.04268056 1.02096426
 1.00207967 0.98558434 0.97111987 0.95839297 0.9471613  0.93722295
 0.9284084  0.92057435 0.91359888 0.90737769 0.9018211  0.89685161
 0.892402   0.8884137  0.88483554 0.88162263 0.87873551 0.87613939
 0.8738035  0.87170062 0.86980655 0.8680998  0.86656124 0.86517378
 0.86392218 0.8627928  0.86177344 0.86085315 0.86002214 0.85927159
 0.85859359]","[8.79967717 4.61964737 3.230937   2.54003918 2.12824714 1.85598758
 1.66343972 1.52069011 1.4111176  1.32474729 1.25522966 1.19833009
 1.1511156  1.11149008 1.07791545 1.04923737 1.02457252 1.00323336
 0.98467674 0.96846787 0.95425461 0.94174873 0.93071212 0.92094637
 0.91228491 0.90458691 0.89773258 0.89161943 0.88615934 0.88127616
 0.87690382 0.87298478 0.86946876 0.86631165 0.86347468 0.86092364
 0.85862832 0.85656195 0.85470078 0.85302367 0.85151183 0.85014847
 0.8489186  0.84780884 0.84680718 0.84590288 0.84508629 0.84434878
 0.84368255]",0.98,yes,0.96
271,223302.70+241642.4,"Spectra(plate='7653', mjd='57306', fiber='0538')","Spectra(plate='6300', mjd='56449', fiber='0092')",4.6951256,4.259102,0.61707324,0.6334579,0.91,1.93,0.8679,0.8544,"[9.12018129 4.78790537 3.34861502 2.63255315 2.20576271 1.92358684
 1.72402595 1.57607708 1.4625137  1.37299758 1.30094796 1.24197598
 1.19304183 1.15197306 1.11717556 1.08745297 1.06188976 1.03977338
 1.02054089 1.00374166 0.98901072 0.97604935 0.96461076 0.95448932
 0.94551238 0.93753401 0.93043003 0.92409423 0.91843527 0.91337422
 0.90884264 0.90478086 0.90113678 0.89786468 0.89492437 0.89228042
 0.8899015  0.88775987 0.88583091 0.88409272 0.88252581 0.88111279
 0.87983814 0.87868795 0.87764981 0.87671257 0.87586625 0.87510187
 0.87441138]","[8.97831881 4.71343052 3.29652803 2.59160434 2.17145254 1.89366586
 1.69720909 1.55156154 1.43976461 1.3516409  1.28071199 1.2226573
 1.17448432 1.13405436 1.09979813 1.07053787 1.04537229 1.02359993
 1.0046666  0.98812867 0.97362687 0.96086711 0.94960644 0.93964244
 0.93080514 0.92295086 0.91595739 0.90972014 0.9041492  0.89916688
 0.89470578 0.89070719 0.88711979 0.88389859 0.88100402 0.87840119
 0.87605927 0.87395096 0.872052   0.87034085 0.86879831 0.86740727
 0.86615244 0.86502015 0.86399815 0.86307549 0.86224233 0.86148984
 0.86081009]",0.98,yes,1.04
272,012221.70-030004.6,"Spectra(plate='9334', mjd='57712', fiber='0592')","Spectra(plate='4352', mjd='55533', fiber='0442')",6.021964,5.452726,0.77498925,0.92545944,0.91,1.86,0.8589,0.8441,"[9.02560631 4.73825547 3.31389036 2.60525394 2.18288927 1.90363952
 1.70614805 1.55973339 1.44734764 1.35875979 1.28745731 1.22909686
 1.18067015 1.14002726 1.10559061 1.07617623 1.05087812 1.02899108
 1.00995803 0.993333   0.97875482 0.96592786 0.95460788 0.9445914
 0.93570755 0.92781191 0.9207816  0.9145115  0.90891122 0.90390266
 0.89941807 0.89539841 0.89179212 0.88855395 0.88564414 0.8830276
 0.88067335 0.87855393 0.87664497 0.87492481 0.87337415 0.87197578
 0.87071434 0.86957608 0.8685487  0.86762119 0.86678364 0.86602718
 0.86534385]","[8.87008299 4.65660896 3.25678758 2.56036192 2.14527516 1.87083725
 1.67674882 1.53285709 1.42240789 1.33534654 1.26527269 1.20791787
 1.16032562 1.12038306 1.0865398  1.05763227 1.03277008 1.01126018
 0.9925551  0.97621654 0.96188956 0.94928362 0.93815871 0.92831482
 0.91958406 0.91182447 0.9049153  0.89875324 0.89324946 0.88832721
 0.88391989 0.8799695  0.87642534 0.87324297 0.8703833  0.86781185
 0.86549817 0.86341527 0.8615392  0.85984868 0.85832474 0.85695047
 0.85571076 0.85459212 0.85358244 0.85267091 0.85184779 0.85110437
 0.85043282]",0.98,yes,1.12
273,140018.28+081923.4,"Spectra(plate='5447', mjd='55958', fiber='0186')","Spectra(plate='1808', mjd='54176', fiber='0532')",5.863943,6.464261,1.4698107,1.2999184,0.91,1.54,0.763,0.785,"[8.01785727 4.2092082  2.94387978 2.31436577 1.93915998 1.69108971
 1.51564904 1.38558223 1.28574484 1.20704823 1.14370698 1.09186274
 1.04884309 1.01273815 0.98214651 0.95601638 0.93354291 0.91409966
 0.89719173 0.88242296 0.8694725  0.85807772 0.84802167 0.83912357
 0.83123165 0.82421759 0.81797224 0.81240223 0.80742725 0.80297792
 0.79899404 0.7954232  0.79221957 0.78934296 0.78675803 0.78443365
 0.78234226 0.78045948 0.77876367 0.77723557 0.77585804 0.77461581
 0.77349522 0.77248405 0.77157138 0.77074743 0.77000339 0.7693314
 0.76872437]","[8.24904058 4.33057462 3.02876229 2.38109715 1.99507285 1.73984983
 1.55935058 1.42553348 1.32281743 1.24185171 1.17668412 1.12334502
 1.07908496 1.04193899 1.01046528 0.98358173 0.96046027 0.9404564
 0.92306095 0.90786635 0.89454248 0.88281915 0.87247315 0.86331849
 0.85519901 0.84798271 0.84155729 0.83582667 0.83070824 0.82613062
 0.82203188 0.81835808 0.81506207 0.81210252 0.80944306 0.80705166
 0.80489997 0.8029629  0.80121819 0.79964603 0.79822879 0.79695074
 0.79579783 0.79475751 0.79381853 0.79297081 0.79220533 0.79151396
 0.79088942]",1.03,yes,1.32
